"OriginalValue" "OriginalMeaning" "RecodedValue" "RecodedMeaning"
"V0297" "V0297 Htlv iii antibodies" "V0297" "V0297 Htlv iii antibodies"
"V0299" "V0299 (suspected) carrier other specified infections organism excl. htlv iii" "V0299" "V0299 (suspected) carrier other specified infections organism excl. htlv iii"
"V03" "V03 Need for prophylactic vaccination/inoculation against bacterial diseases" "V03" "V03 Need for prophylactic vaccination/inoculation against bacterial diseases"
"V030" "V030 Need for prophylactic vaccination/inoculation against cholera alone" "V030" "V030 Need for prophylactic vaccination/inoculation against cholera alone"
"V031" "V031 Need for prophylactic vaccination/inoculation against typh/paratyph alone" "V031" "V031 Need for prophylactic vaccination/inoculation against typh/paratyph alone"
"V032" "V032 Need for prophylactic vaccination/inoculation against tuberculosis (bcg)" "V032" "V032 Need for prophylactic vaccination/inoculation against tuberculosis (bcg)"
"V033" "V033 Need for prophylactic vaccination/inoculation against plague" "V033" "V033 Need for prophylactic vaccination/inoculation against plague"
"V034" "V034 Need for prophylactic vaccination/inoculation against tularaemia" "V034" "V034 Need for prophylactic vaccination/inoculation against tularaemia"
"V035" "V035 Need for prophylactic vaccination/inoculation against diphtheria alone" "V035" "V035 Need for prophylactic vaccination/inoculation against diphtheria alone"
"V036" "V036 Need for prophylactic vaccination/inoculation against pertussis alone" "V036" "V036 Need for prophylactic vaccination/inoculation against pertussis alone"
"V037" "V037 Need for prophylactic vaccination/inoculation against tetanus toxoid alone" "V037" "V037 Need for prophylactic vaccination/inoculation against tetanus toxoid alone"
"V038" "V038 Need for prophylactic vaccination/inoculation against spec. sing.bact.dis" "V038" "V038 Need for prophylactic vaccination/inoculation against spec. sing.bact.dis"
"V039" "V039 Need for prophlactic vaccination/inoculation against unspec.sing.bact.dis" "V039" "V039 Need for prophlactic vaccination/inoculation against unspec.sing.bact.dis"
"V04" "V04 Need for prophlactic vaccination/inoculation against certain viral dis." "V04" "V04 Need for prophlactic vaccination/inoculation against certain viral dis."
"V040" "V040 Need for prophylactic vaccination/inoculation against poliomyelitis" "V040" "V040 Need for prophylactic vaccination/inoculation against poliomyelitis"
"V041" "V041 Need for prophylactic vaccination/inoculation against smallpox" "V041" "V041 Need for prophylactic vaccination/inoculation against smallpox"
"V042" "V042 Need for prophylactic vaccination/inoculation against measles alone" "V042" "V042 Need for prophylactic vaccination/inoculation against measles alone"
"V043" "V043 Need for prophylactic vaccination/inoculation against rubella alone" "V043" "V043 Need for prophylactic vaccination/inoculation against rubella alone"
"V044" "V044 Need for prophylactic vaccination/inoculation against yellow fever" "V044" "V044 Need for prophylactic vaccination/inoculation against yellow fever"
"V045" "V045 Need for prophylactic vaccination/inoculation against rabies" "V045" "V045 Need for prophylactic vaccination/inoculation against rabies"
"V046" "V046 Need for prophylactic vaccination/inoculation against mumps alone" "V046" "V046 Need for prophylactic vaccination/inoculation against mumps alone"
"V047" "V047 Need for prophylactic vaccination/inoculation against common cold" "V047" "V047 Need for prophylactic vaccination/inoculation against common cold"
"V048" "V048 Need for prophylactic vaccination/inoculation against influenza" "V048" "V048 Need for prophylactic vaccination/inoculation against influenza"
"V05" "V05 Need for prophylactic vaccination/inoculation against single diseases" "V05" "V05 Need for prophylactic vaccination/inoculation against single diseases"
"V050" "V050 Need for prophlactic vaccination/inoculation against arth.borne vir.encep" "V050" "V050 Need for prophlactic vaccination/inoculation against arth.borne vir.encep"
"V051" "V051 Need for prophlactic vaccination/inoculation agnst.oth.arth.borne vir.dis" "V051" "V051 Need for prophlactic vaccination/inoculation agnst.oth.arth.borne vir.dis"
"V052" "V052 Need for prophylactic vaccination/inoculation against leishmaniasis" "V052" "V052 Need for prophylactic vaccination/inoculation against leishmaniasis"
"V058" "V058 Need for prophylactic vaccination/inoculation agnst.other single spec.dis" "V058" "V058 Need for prophylactic vaccination/inoculation agnst.other single spec.dis"
"V059" "V059 Need for prophlactic vaccination/inoculation against unspec.single dis." "V059" "V059 Need for prophlactic vaccination/inoculation against unspec.single dis."
"V06" "V06 Need for prophlactic vaccination/inoculation against comb.of diseases" "V06" "V06 Need for prophlactic vaccination/inoculation against comb.of diseases"
"V060" "V060 Need for prophlactic vaccination/inoculation agnst. cholera+typh/parathph" "V060" "V060 Need for prophlactic vaccination/inoculation agnst. cholera+typh/parathph"
"V061" "V061 Need for prophlactic vaccination/inoculation against diph/tet/pertussis" "V061" "V061 Need for prophlactic vaccination/inoculation against diph/tet/pertussis"
"V062" "V062 Need for prophlactic vaccination/inoculation against dtp + tab" "V062" "V062 Need for prophlactic vaccination/inoculation against dtp + tab"
"V063" "V063 Need for prophlactic vaccination/inoculation against dtp + polio" "V063" "V063 Need for prophlactic vaccination/inoculation against dtp + polio"
"V064" "V064 Need for prophlactic vaccination/inoculation against measles/mumps/rubell" "V064" "V064 Need for prophlactic vaccination/inoculation against measles/mumps/rubell"
"V068" "V068 Need for prophlactic vaccination/inoculation against other spec. comb.dis" "V068" "V068 Need for prophlactic vaccination/inoculation against other spec. comb.dis"
"V069" "V069 Need for prophlactic vaccination/inoculation against unspec.comb.dis." "V069" "V069 Need for prophlactic vaccination/inoculation against unspec.comb.dis."
"V07" "V07 Need for isolation and other prophylactic measures" "V07" "V07 Need for isolation and other prophylactic measures"
"V070" "V070 Need for prophylactic isolation" "V070" "V070 Need for prophylactic isolation"
"V071" "V071 Need for desensitization to allergens" "V071" "V071 Need for desensitization to allergens"
"V072" "V072 Need for prophylactic immunotherapy" "V072" "V072 Need for prophylactic immunotherapy"
"V073" "V073 Need for other prophylactic chemotherapy" "V073" "V073 Need for other prophylactic chemotherapy"
"V078" "V078 Need for other specified prophylactic measure" "V078" "V078 Need for other specified prophylactic measure"
"V079" "V079 Need for unspecified prophylactic measure" "V079" "V079 Need for unspecified prophylactic measure"
"V10" "V10 Personal history of malignant neoplasm" "V10" "V10 Personal history of malignant neoplasm"
"V100" "V100 Personal history of malignant neoplasm in gastrointestinal tract" "V100" "V100 Personal history of malignant neoplasm in gastrointestinal tract"
"V101" "V101 Personal history of malignant neoplasm in trachea, bronchus and lung" "V101" "V101 Personal history of malignant neoplasm in trachea, bronchus and lung"
"V102" "V102 Personal history malig.neoplasm other respiratory,intrathoracic organs" "V102" "V102 Personal history malig.neoplasm other respiratory,intrathoracic organs"
"V103" "V103 Personal history of malignant neoplasm in breast" "V103" "V103 Personal history of malignant neoplasm in breast"
"V104" "V104 Personal history of malignant neoplasm in genital organs" "V104" "V104 Personal history of malignant neoplasm in genital organs"
"V105" "V105 Personal history of malignant neoplasm in urinary organs" "V105" "V105 Personal history of malignant neoplasm in urinary organs"
"V106" "V106 Personal history of leukaemia" "V106" "V106 Personal history of leukaemia"
"V107" "V107 Personal history of other lymphatic and haematopoietic malignant neoplasms" "V107" "V107 Personal history of other lymphatic and haematopoietic malignant neoplasms"
"V108" "V108 Personal history of other specified malignant neoplasm" "V108" "V108 Personal history of other specified malignant neoplasm"
"V109" "V109 Personal history of unspecified malignant neoplasm" "V109" "V109 Personal history of unspecified malignant neoplasm"
"V11" "V11 Personal history of mental disorder" "V11" "V11 Personal history of mental disorder"
"V119" "V119 Personal history of mental disorder" "V119" "V119 Personal history of mental disorder"
"V12" "V12 Personal history of certain other diseases" "V12" "V12 Personal history of certain other diseases"
"V120" "V120 Personal history of infectious and parasitic diseases" "V120" "V120 Personal history of infectious and parasitic diseases"
"V121" "V121 Personal history of nutritional deficiency" "V121" "V121 Personal history of nutritional deficiency"
"V122" "V122 Personal history of endocrine, metabolic and immunity disorders" "V122" "V122 Personal history of endocrine, metabolic and immunity disorders"
"V123" "V123 Personal history of diseases of blood and blood-forming organs" "V123" "V123 Personal history of diseases of blood and blood-forming organs"
"V124" "V124 Personal history of disorders of nervous system and sense organs" "V124" "V124 Personal history of disorders of nervous system and sense organs"
"V125" "V125 Personal history of diseases of circulatory system" "V125" "V125 Personal history of diseases of circulatory system"
"V126" "V126 Personal history of diseases of respiratory system" "V126" "V126 Personal history of diseases of respiratory system"
"V127" "V127 Personal history of diseases of digestive system" "V127" "V127 Personal history of diseases of digestive system"
"V13" "V13 Personal history of other diseases" "V13" "V13 Personal history of other diseases"
"V130" "V130 Personal history of disorders of urinary system" "V130" "V130 Personal history of disorders of urinary system"
"V131" "V131 Personal history of trophoblastic disease" "V131" "V131 Personal history of trophoblastic disease"
"V132" "V132 Personal history of other genital system and obstetric disorders" "V132" "V132 Personal history of other genital system and obstetric disorders"
"V133" "V133 Personal history of diseases of skin and subcutaneous tissue" "V133" "V133 Personal history of diseases of skin and subcutaneous tissue"
"V134" "V134 Personal history of arthritis" "V134" "V134 Personal history of arthritis"
"V135" "V135 Personal history of other musculoskeletal disorders" "V135" "V135 Personal history of other musculoskeletal disorders"
"V136" "V136 Personal history of congenital malformations" "V136" "V136 Personal history of congenital malformations"
"V137" "V137 Personal history of perinatal problems" "V137" "V137 Personal history of perinatal problems"
"V138" "V138 Personal history of other diseases" "V138" "V138 Personal history of other diseases"
"V139" "V139 Personal history of unspecified disease" "V139" "V139 Personal history of unspecified disease"
"V14" "V14 Personal history of allergy to medicinal agents" "V14" "V14 Personal history of allergy to medicinal agents"
"V140" "V140 Personal history of allergy to penicillin" "V140" "V140 Personal history of allergy to penicillin"
"V141" "V141 Personal history of allergy to other antibiotic agent" "V141" "V141 Personal history of allergy to other antibiotic agent"
"V142" "V142 Personal history of allergy to sulfonamides" "V142" "V142 Personal history of allergy to sulfonamides"
"V143" "V143 Personal history of allergy to other anti-infective agent" "V143" "V143 Personal history of allergy to other anti-infective agent"
"V144" "V144 Personal history of allergy to anaesthetic agent" "V144" "V144 Personal history of allergy to anaesthetic agent"
"V145" "V145 Personal history of allergy to narcotic agent" "V145" "V145 Personal history of allergy to narcotic agent"
"V146" "V146 Personal history of allergy to analgesic agent" "V146" "V146 Personal history of allergy to analgesic agent"
"V147" "V147 Personal history of allergy to serum or vaccine" "V147" "V147 Personal history of allergy to serum or vaccine"
"V148" "V148 Personal history of allergy to other medicinal agent" "V148" "V148 Personal history of allergy to other medicinal agent"
"V149" "V149 Personal history of allergy to unspecified medicinal agent" "V149" "V149 Personal history of allergy to unspecified medicinal agent"
"V15" "V15 Other personal history presenting hazards to health" "V15" "V15 Other personal history presenting hazards to health"
"V150" "V150 Personal history of allergy, other than to medicinal agents" "V150" "V150 Personal history of allergy, other than to medicinal agents"
"V151" "V151 Personal history of surgery to heart and great vessels" "V151" "V151 Personal history of surgery to heart and great vessels"
"V152" "V152 Personal history of surgery to other major organs" "V152" "V152 Personal history of surgery to other major organs"
"V153" "V153 Personal history of irradiation" "V153" "V153 Personal history of irradiation"
"V154" "V154 Personal history of psychological trauma" "V154" "V154 Personal history of psychological trauma"
"V155" "V155 Personal history of injury" "V155" "V155 Personal history of injury"
"V156" "V156 Personal history of poisoning" "V156" "V156 Personal history of poisoning"
"V157" "V157 Personal history of contraception" "V157" "V157 Personal history of contraception"
"V158" "V158 Personal history of other specified hazard to health" "V158" "V158 Personal history of other specified hazard to health"
"V159" "V159 Personal history of unspecified hazard to health" "V159" "V159 Personal history of unspecified hazard to health"
"V16" "V16 Family history of malignant neoplasm" "V16" "V16 Family history of malignant neoplasm"
"V160" "V160 Family history of malignant neoplasm in gastrointestinal tract" "V160" "V160 Family history of malignant neoplasm in gastrointestinal tract"
"V161" "V161 Family history of malignant neoplasm in trachea, bronchus and lung" "V161" "V161 Family history of malignant neoplasm in trachea, bronchus and lung"
"V162" "V162 Family history malig.neoplasm other respiratory,intrathoracic organs" "V162" "V162 Family history malig.neoplasm other respiratory,intrathoracic organs"
"V163" "V163 Family history of malignant neoplasm in breast" "V163" "V163 Family history of malignant neoplasm in breast"
"V164" "V164 Family history of malignant neoplasm in genital organs" "V164" "V164 Family history of malignant neoplasm in genital organs"
"V165" "V165 Family history of malignant neoplasm in urinary organs" "V165" "V165 Family history of malignant neoplasm in urinary organs"
"V166" "V166 Family history of leukaemia" "V166" "V166 Family history of leukaemia"
"V167" "V167 Family history of other lymphatic and haematopoietic neoplasms" "V167" "V167 Family history of other lymphatic and haematopoietic neoplasms"
"V168" "V168 Family history of other specified malignant neoplasm" "V168" "V168 Family history of other specified malignant neoplasm"
"V169" "V169 Family history of unspecified malignant neoplasm" "V169" "V169 Family history of unspecified malignant neoplasm"
"V17" "V17 Family history of certain chronic disabling diseases" "V17" "V17 Family history of certain chronic disabling diseases"
"V170" "V170 Family history of psychiatric condition" "V170" "V170 Family history of psychiatric condition"
"V171" "V171 Family history of stroke (cerebrovascular)" "V171" "V171 Family history of stroke (cerebrovascular)"
"V172" "V172 Family history of other neurological diseases" "V172" "V172 Family history of other neurological diseases"
"V173" "V173 Family history of ischaemic heart disease" "V173" "V173 Family history of ischaemic heart disease"
"V174" "V174 Family history of other cardiovascular diseases" "V174" "V174 Family history of other cardiovascular diseases"
"V175" "V175 Family history of asthma" "V175" "V175 Family history of asthma"
"V176" "V176 Family history of other chronic respiratory conditions" "V176" "V176 Family history of other chronic respiratory conditions"
"V177" "V177 Family history of arthritis" "V177" "V177 Family history of arthritis"
"V178" "V178 Family history of other musculoskeletal diseases" "V178" "V178 Family history of other musculoskeletal diseases"
"V18" "V18 Family history of certain other specific conditions" "V18" "V18 Family history of certain other specific conditions"
"V180" "V180 Family history of diabetes mellitus" "V180" "V180 Family history of diabetes mellitus"
"V181" "V181 Family history of other endocrine and metabolic diseases" "V181" "V181 Family history of other endocrine and metabolic diseases"
"V182" "V182 Family history of anaemia" "V182" "V182 Family history of anaemia"
"V183" "V183 Family history of other blood disorders" "V183" "V183 Family history of other blood disorders"
"V184" "V184 Family history of mental retardation" "V184" "V184 Family history of mental retardation"
"V185" "V185 Family history of digestive disorders" "V185" "V185 Family history of digestive disorders"
"V186" "V186 Family history of kidney diseases" "V186" "V186 Family history of kidney diseases"
"V187" "V187 Family history of other genitourinary diseases" "V187" "V187 Family history of other genitourinary diseases"
"V188" "V188 Family history of infectious diseases" "V188" "V188 Family history of infectious diseases"
"V19" "V19 Family history of other conditions" "V19" "V19 Family history of other conditions"
"V190" "V190 Family history of blindness or visual loss" "V190" "V190 Family history of blindness or visual loss"
"V191" "V191 Family history of other eye disorders" "V191" "V191 Family history of other eye disorders"
"V192" "V192 Family history of deafness or hearing loss" "V192" "V192 Family history of deafness or hearing loss"
"V193" "V193 Family history of other ear disorders" "V193" "V193 Family history of other ear disorders"
"V194" "V194 Family history of skin conditions" "V194" "V194 Family history of skin conditions"
"V195" "V195 Family history of congenital anomalies" "V195" "V195 Family history of congenital anomalies"
"V196" "V196 Family history of allergic disorders" "V196" "V196 Family history of allergic disorders"
"V197" "V197 Family history of consanguinity" "V197" "V197 Family history of consanguinity"
"V198" "V198 Family history of other conditions" "V198" "V198 Family history of other conditions"
"V20" "V20 Health supervision of infant or child" "V20" "V20 Health supervision of infant or child"
"V200" "V200 Health supervision of foundling" "V200" "V200 Health supervision of foundling"
"V201" "V201 Other healthy infant receiving care" "V201" "V201 Other healthy infant receiving care"
"V202" "V202 Routine child health check" "V202" "V202 Routine child health check"
"V21" "V21 Constitutional states in development" "V21" "V21 Constitutional states in development"
"V210" "V210 Period of rapid growth in childhood" "V210" "V210 Period of rapid growth in childhood"
"V211" "V211 Puberty" "V211" "V211 Puberty"
"V212" "V212 Other adolescent constitutional state in development" "V212" "V212 Other adolescent constitutional state in development"
"V218" "V218 Other constitutional states in development" "V218" "V218 Other constitutional states in development"
"V219" "V219 Unspecified constitutional states in development" "V219" "V219 Unspecified constitutional states in development"
"V22" "V22 Normal pregnancy" "V22" "V22 Normal pregnancy"
"V220" "V220 Supervision of normal first pregnancy" "V220" "V220 Supervision of normal first pregnancy"
"V221" "V221 Supervision of other normal pregnancy" "V221" "V221 Supervision of other normal pregnancy"
"V222" "V222 Pregnant state, incidental" "V222" "V222 Pregnant state, incidental"
"V23" "V23 Supervision of high-risk pregnancy" "V23" "V23 Supervision of high-risk pregnancy"
"V230" "V230 Pregnancy with history of infertility" "V230" "V230 Pregnancy with history of infertility"
"V231" "V231 Pregnancy with history of trophoblastic disease" "V231" "V231 Pregnancy with history of trophoblastic disease"
"V232" "V232 Pregnancy with history of abortion" "V232" "V232 Pregnancy with history of abortion"
"V233" "V233 Grand multiparity" "V233" "V233 Grand multiparity"
"V234" "V234 Pregnancy with other poor obstetric history" "V234" "V234 Pregnancy with other poor obstetric history"
"V235" "V235 Pregnancy with other poor reproductive history" "V235" "V235 Pregnancy with other poor reproductive history"
"V238" "V238 Other high-risk pregnancy" "V238" "V238 Other high-risk pregnancy"
"V239" "V239 Unspecified high-risk pregnancy" "V239" "V239 Unspecified high-risk pregnancy"
"V24" "V24 Postpartum care and examination" "V24" "V24 Postpartum care and examination"
"V240" "V240 Postpartum care and examination immediately after delivery" "V240" "V240 Postpartum care and examination immediately after delivery"
"V241" "V241 Postpartum care and examination of lactating mother" "V241" "V241 Postpartum care and examination of lactating mother"
"V242" "V242 Routine postpartum follow-up" "V242" "V242 Routine postpartum follow-up"
"V25" "V25 Contraceptive management" "V25" "V25 Contraceptive management"
"V250" "V250 Contraceptive management - general counselling and advice" "V250" "V250 Contraceptive management - general counselling and advice"
"V251" "V251 Insertion of intrauterine contraceptive device" "V251" "V251 Insertion of intrauterine contraceptive device"
"V252" "V252 Sterilization" "V252" "V252 Sterilization"
"V253" "V253 Contraceptive management - menstrual extraction" "V253" "V253 Contraceptive management - menstrual extraction"
"V254" "V254 Surveillance of previously prescribed contraceptive methods" "V254" "V254 Surveillance of previously prescribed contraceptive methods"
"V258" "V258 Other specified contraceptive management" "V258" "V258 Other specified contraceptive management"
"V2580" "V2580 Failed interruption of fallopian tubes" "V2580" "V2580 Failed interruption of fallopian tubes"
"V2581" "V2581 Failed interruption of vas deferens" "V2581" "V2581 Failed interruption of vas deferens"
"V2582" "V2582 Failed sterilisation not otherwise specified" "V2582" "V2582 Failed sterilisation not otherwise specified"
"V2589" "V2589 Other specified contraceptive management" "V2589" "V2589 Other specified contraceptive management"
"V259" "V259 Unspecified contraceptive management" "V259" "V259 Unspecified contraceptive management"
"V26" "V26 Procreative management" "V26" "V26 Procreative management"
"V260" "V260 Tuboplasty or vasoplasty after previous sterilization" "V260" "V260 Tuboplasty or vasoplasty after previous sterilization"
"V261" "V261 Artificial insemination" "V261" "V261 Artificial insemination"
"V262" "V262 Procreative management - investigation and testing" "V262" "V262 Procreative management - investigation and testing"
"V263" "V263 Genetic counselling" "V263" "V263 Genetic counselling"
"V264" "V264 Procreative management - general counselling and advice" "V264" "V264 Procreative management - general counselling and advice"
"V268" "V268 Other specified procreative management" "V268" "V268 Other specified procreative management"
"V269" "V269 Unspecified procreative management" "V269" "V269 Unspecified procreative management"
"V27" "V27 Outcome of delivery" "V27" "V27 Outcome of delivery"
"V270" "V270 Outcome of delivery - single live birth" "V270" "V270 Outcome of delivery - single live birth"
"V271" "V271 Outcome of delivery - single stillbirth" "V271" "V271 Outcome of delivery - single stillbirth"
"V272" "V272 Outcome of delivery - twins, both live born" "V272" "V272 Outcome of delivery - twins, both live born"
"V273" "V273 Outcome of delivery - twins, one live born and one stillborn" "V273" "V273 Outcome of delivery - twins, one live born and one stillborn"
"V274" "V274 Outcome of delivery - twins, both stillborn" "V274" "V274 Outcome of delivery - twins, both stillborn"
"V275" "V275 Outcome of delivery - other multiple birth, all live born" "V275" "V275 Outcome of delivery - other multiple birth, all live born"
"V276" "V276 Outcome of delivery - other multiple birth, some live born" "V276" "V276 Outcome of delivery - other multiple birth, some live born"
"V277" "V277 Outcome of delivery - other multiple birth, all stillborn" "V277" "V277 Outcome of delivery - other multiple birth, all stillborn"
"V279" "V279 Outcome of delivery - unspecified" "V279" "V279 Outcome of delivery - unspecified"
"V28" "V28 Antenatal screening" "V28" "V28 Antenatal screening"
"V280" "V280 Screening for chromosomal anomalies by amniocentesis" "V280" "V280 Screening for chromosomal anomalies by amniocentesis"
"V281" "V281 Screening for raised alphafetoprotein levels in amniotic fluid" "V281" "V281 Screening for raised alphafetoprotein levels in amniotic fluid"
"V282" "V282 Other screening based on amniocentesis" "V282" "V282 Other screening based on amniocentesis"
"V283" "V283 Screening for malformations using ultrasonics" "V283" "V283 Screening for malformations using ultrasonics"
"V284" "V284 Screening for fetal growth retardation using ultrasonics" "V284" "V284 Screening for fetal growth retardation using ultrasonics"
"V285" "V285 Screening for isoimmunization" "V285" "V285 Screening for isoimmunization"
"V288" "V288 Other specified antenatal screening" "V288" "V288 Other specified antenatal screening"
"V289" "V289 Unspecified antenatal screening" "V289" "V289 Unspecified antenatal screening"
"V30" "V30 Singleton" "V30" "V30 Singleton"
"V300" "V300 Healthy liveborn infant, singleton, born in hospital" "V300" "V300 Healthy liveborn infant, singleton, born in hospital"
"V301" "V301 Healthy liveborn infant, singleton, born before admission to hospital" "V301" "V301 Healthy liveborn infant, singleton, born before admission to hospital"
"V302" "V302 Healthy liveborn infant,singleton,born outside hosp.,not hospitalized" "V302" "V302 Healthy liveborn infant,singleton,born outside hosp.,not hospitalized"
"V31" "V31 Twin, mate live born" "V31" "V31 Twin, mate live born"
"V310" "V310 Healthy liveborn infant, twin, mate liveborn, born in hospital" "V310" "V310 Healthy liveborn infant, twin, mate liveborn, born in hospital"
"V311" "V311 Healthy liveborn infant,twin,mate liveborn, born before adm.hosp." "V311" "V311 Healthy liveborn infant,twin,mate liveborn, born before adm.hosp."
"V312" "V312 Healthy liveborn infant,twin,mate liveborn,born outside & not adm. hosp." "V312" "V312 Healthy liveborn infant,twin,mate liveborn,born outside & not adm. hosp."
"V32" "V32 Twin, mate stillborn" "V32" "V32 Twin, mate stillborn"
"V320" "V320 Healthy liveborn infant, twin, mate stillborn, born in hospital" "V320" "V320 Healthy liveborn infant, twin, mate stillborn, born in hospital"
"V321" "V321 Healthy liveborn infant,twin,mate stillborn,born before adm. hosp." "V321" "V321 Healthy liveborn infant,twin,mate stillborn,born before adm. hosp."
"V322" "V322 Healthy liveborn infant,twin, mate stillborn born outside & not adm. hosp" "V322" "V322 Healthy liveborn infant,twin, mate stillborn born outside & not adm. hosp"
"V33" "V33 Twin, unspecified" "V33" "V33 Twin, unspecified"
"V330" "V330 Healthy liveborn infant, twin, unspecified, born in hospital" "V330" "V330 Healthy liveborn infant, twin, unspecified, born in hospital"
"V331" "V331 Healthy liveborn infant,twin,mate unspecified,born before adm.hosp." "V331" "V331 Healthy liveborn infant,twin,mate unspecified,born before adm.hosp."
"V332" "V332 Healthy liveborn infant,twin, unspecified, born outside & not adm.hosp." "V332" "V332 Healthy liveborn infant,twin, unspecified, born outside & not adm.hosp."
"V34" "V34 Other multiple, mates all live born" "V34" "V34 Other multiple, mates all live born"
"V340" "V340 Healthy liveborn infant,other mult, mates all live, born in hosp." "V340" "V340 Healthy liveborn infant,other mult, mates all live, born in hosp."
"V341" "V341 Healthy liveborn infant other mult, mates all live, born before adm. hosp" "V341" "V341 Healthy liveborn infant other mult, mates all live, born before adm. hosp"
"V342" "V342 Healthy liveborn infant other mult,mates all live,born ou/sde &not adm.ho" "V342" "V342 Healthy liveborn infant other mult,mates all live,born ou/sde &not adm.ho"
"V35" "V35 Other multiple, mates all stillborn" "V35" "V35 Other multiple, mates all stillborn"
"V350" "V350 Healthy liveborn infant,other mult,mates all still,born in hosp." "V350" "V350 Healthy liveborn infant,other mult,mates all still,born in hosp."
"V351" "V351 Healthy liveborn infant,other mult,mates all still,born before adm.hosp." "V351" "V351 Healthy liveborn infant,other mult,mates all still,born before adm.hosp."
"V352" "V352 Healthy liveborn infant,other mult,mates all still,born outside&notadm.ho" "V352" "V352 Healthy liveborn infant,other mult,mates all still,born outside&notadm.ho"
"V36" "V36 Other multiple, mates live- and stillborn" "V36" "V36 Other multiple, mates live- and stillborn"
"V360" "V360 Healthy liveborn infant,other mult,mates live,still,born in hosp." "V360" "V360 Healthy liveborn infant,other mult,mates live,still,born in hosp."
"V361" "V361 Healthy liveborn infant,other mult,mates live,still,born before adm. hosp" "V361" "V361 Healthy liveborn infant,other mult,mates live,still,born before adm. hosp"
"V362" "V362 Healthy liveborn infant,other mult,mates live,still,born o/s & not adm.ho" "V362" "V362 Healthy liveborn infant,other mult,mates live,still,born o/s & not adm.ho"
"V37" "V37 Other multiple, unspecified" "V37" "V37 Other multiple, unspecified"
"V370" "V370 Healthy liveborn infant, other multiple, unspecified, born in hospital" "V370" "V370 Healthy liveborn infant, other multiple, unspecified, born in hospital"
"V371" "V371 Healthy liveborn infant,other mult,unspecified,born before adm. hosp." "V371" "V371 Healthy liveborn infant,other mult,unspecified,born before adm. hosp."
"V372" "V372 Healthy liveborn infant,other mult,unspecified, born outside & not adm.ho" "V372" "V372 Healthy liveborn infant,other mult,unspecified, born outside & not adm.ho"
"V39" "V39 Unspecified" "V39" "V39 Unspecified"
"V390" "V390 Healthy liveborn infant, unspecified, born in hospital" "V390" "V390 Healthy liveborn infant, unspecified, born in hospital"
"V391" "V391 Healthy liveborn infant, unspecified, born before admission to hospital" "V391" "V391 Healthy liveborn infant, unspecified, born before admission to hospital"
"V392" "V392 Healthy liveborn infant,unspecified, born outside hosp, not hospitalized" "V392" "V392 Healthy liveborn infant,unspecified, born outside hosp, not hospitalized"
"V40" "V40 Mental and behavioural problems" "V40" "V40 Mental and behavioural problems"
"V400" "V400 Problems with learning" "V400" "V400 Problems with learning"
"V401" "V401 Problems with communication (including speech)" "V401" "V401 Problems with communication (including speech)"
"V402" "V402 Other mental problems" "V402" "V402 Other mental problems"
"V403" "V403 Other behavioural problems" "V403" "V403 Other behavioural problems"
"V409" "V409 Unspecified mental or behavioural problems" "V409" "V409 Unspecified mental or behavioural problems"
"V41" "V41 Problems with special senses and other special functions" "V41" "V41 Problems with special senses and other special functions"
"V410" "V410 Problems with sight" "V410" "V410 Problems with sight"
"V411" "V411 Other eye problems" "V411" "V411 Other eye problems"
"V412" "V412 Problems with hearing" "V412" "V412 Problems with hearing"
"V413" "V413 Other ear problems" "V413" "V413 Other ear problems"
"V414" "V414 Problems with voice production" "V414" "V414 Problems with voice production"
"V415" "V415 Problems with smell and taste" "V415" "V415 Problems with smell and taste"
"V416" "V416 Problems with swallowing and mastication" "V416" "V416 Problems with swallowing and mastication"
"V417" "V417 Problems with sexual function" "V417" "V417 Problems with sexual function"
"V418" "V418 Other problems with special functions" "V418" "V418 Other problems with special functions"
"V419" "V419 Unspecified problems with special senses and other special functions" "V419" "V419 Unspecified problems with special senses and other special functions"
"V42" "V42 Organ or tissue replaced by transplant" "V42" "V42 Organ or tissue replaced by transplant"
"V420" "V420 Kidney replaced by transplant" "V420" "V420 Kidney replaced by transplant"
"V421" "V421 Heart replaced by transplant" "V421" "V421 Heart replaced by transplant"
"V422" "V422 Heart valve replaced by transplant" "V422" "V422 Heart valve replaced by transplant"
"V423" "V423 Skin replaced by transplant" "V423" "V423 Skin replaced by transplant"
"V424" "V424 Bone replaced by transplant" "V424" "V424 Bone replaced by transplant"
"V425" "V425 Cornea replaced by transplant" "V425" "V425 Cornea replaced by transplant"
"V426" "V426 Lung replaced by transplant" "V426" "V426 Lung replaced by transplant"
"V427" "V427 Liver replaced by transplant" "V427" "V427 Liver replaced by transplant"
"V428" "V428 Other specified organ or tissue replaced by transplant" "V428" "V428 Other specified organ or tissue replaced by transplant"
"V429" "V429 Unspecified organ or tissue replaced by transplant" "V429" "V429 Unspecified organ or tissue replaced by transplant"
"V43" "V43 Organ or tissue replaced by other means" "V43" "V43 Organ or tissue replaced by other means"
"V430" "V430 Replacement of eye globe (by artificial device)" "V430" "V430 Replacement of eye globe (by artificial device)"
"V431" "V431 Replacement of lens (by artificial device)" "V431" "V431 Replacement of lens (by artificial device)"
"V432" "V432 Replacement of heart (by artificial device)" "V432" "V432 Replacement of heart (by artificial device)"
