"OriginalValue" "OriginalMeaning" "RecodedValue" "RecodedMeaning"
"M7182" "M71.82 Other specified bursopathies (Upper arm)" "M7182" "M71.82 Other specified bursopathies (Upper arm)"
"M7183" "M71.83 Other specified bursopathies (Forearm)" "M7183" "M71.83 Other specified bursopathies (Forearm)"
"M7184" "M71.84 Other specified bursopathies (Hand)" "M7184" "M71.84 Other specified bursopathies (Hand)"
"M7185" "M71.85 Other specified bursopathies (Pelvic region and thigh)" "M7185" "M71.85 Other specified bursopathies (Pelvic region and thigh)"
"M7186" "M71.86 Other specified bursopathies (Lower leg)" "M7186" "M71.86 Other specified bursopathies (Lower leg)"
"M7187" "M71.87 Other specified bursopathies (Ankle and foot)" "M7187" "M71.87 Other specified bursopathies (Ankle and foot)"
"M7188" "M71.88 Other specified bursopathies (Other)" "M7188" "M71.88 Other specified bursopathies (Other)"
"M7189" "M71.89 Other specified bursopathies (Site unspecified)" "M7189" "M71.89 Other specified bursopathies (Site unspecified)"
"M719" "M71.9 Bursopathy, unspecified" "M719" "M71.9 Bursopathy, unspecified"
"M7190" "M71.90 Bursopathy, unspecified (Multiple sites)" "M7190" "M71.90 Bursopathy, unspecified (Multiple sites)"
"M7191" "M71.91 Bursopathy, unspecified (Shoulder region)" "M7191" "M71.91 Bursopathy, unspecified (Shoulder region)"
"M7192" "M71.92 Bursopathy, unspecified (Upper arm)" "M7192" "M71.92 Bursopathy, unspecified (Upper arm)"
"M7193" "M71.93 Bursopathy, unspecified (Forearm)" "M7193" "M71.93 Bursopathy, unspecified (Forearm)"
"M7194" "M71.94 Bursopathy, unspecified (Hand)" "M7194" "M71.94 Bursopathy, unspecified (Hand)"
"M7195" "M71.95 Bursopathy, unspecified (Pelvic region and thigh)" "M7195" "M71.95 Bursopathy, unspecified (Pelvic region and thigh)"
"M7196" "M71.96 Bursopathy, unspecified (Lower leg)" "M7196" "M71.96 Bursopathy, unspecified (Lower leg)"
"M7197" "M71.97 Bursopathy, unspecified (Ankle and foot)" "M7197" "M71.97 Bursopathy, unspecified (Ankle and foot)"
"M7198" "M71.98 Bursopathy, unspecified (Other)" "M7198" "M71.98 Bursopathy, unspecified (Other)"
"M7199" "M71.99 Bursopathy, unspecified (Site unspecified)" "M7199" "M71.99 Bursopathy, unspecified (Site unspecified)"
"M72" "M72 Fibroblastic disorders" "M72" "M72 Fibroblastic disorders"
"M720" "M72.0 Palmar fascial fibromatosis [Dupuytren]" "M720" "M72.0 Palmar fascial fibromatosis [Dupuytren]"
"M7200" "M72.00 Palmar fascial fibromatosis [Dupuytren]-Mult sites" "M7200" "M72.00 Palmar fascial fibromatosis [Dupuytren]-Mult sites"
"M7201" "M72.01 Palmar fascial fibromatosis [Dupuytren]-Shldr region" "M7201" "M72.01 Palmar fascial fibromatosis [Dupuytren]-Shldr region"
"M7202" "M72.02 Palmar fascial fibromatosis [Dupuytren]-Upper arm" "M7202" "M72.02 Palmar fascial fibromatosis [Dupuytren]-Upper arm"
"M7203" "M72.03 Palmar fascial fibromatosis [Dupuytren]-Forearm" "M7203" "M72.03 Palmar fascial fibromatosis [Dupuytren]-Forearm"
"M7204" "M72.04 Palmar fascial fibromatosis [Dupuytren]-Hand" "M7204" "M72.04 Palmar fascial fibromatosis [Dupuytren]-Hand"
"M7205" "M72.05 Palmar fascial fibromatosis [Dupuytren]-Pelvic/Thigh" "M7205" "M72.05 Palmar fascial fibromatosis [Dupuytren]-Pelvic/Thigh"
"M7206" "M72.06 Palmar fascial fibromatosis [Dupuytren]-Lower Leg" "M7206" "M72.06 Palmar fascial fibromatosis [Dupuytren]-Lower Leg"
"M7207" "M72.07 Palmar fascial fibromatosis [Dupuytren]-Ankle/Foot" "M7207" "M72.07 Palmar fascial fibromatosis [Dupuytren]-Ankle/Foot"
"M7208" "M72.08 Palmar fascial fibromatosis [Dupuytren]-Other" "M7208" "M72.08 Palmar fascial fibromatosis [Dupuytren]-Other"
"M7209" "M72.09 Palmar fascial fibromatosis [Dupuytren]-Site unspec" "M7209" "M72.09 Palmar fascial fibromatosis [Dupuytren]-Site unspec"
"M721" "M72.1 Knuckle pads" "M721" "M72.1 Knuckle pads"
"M7210" "M72.10 Knuckle pads (Multiple sites)" "M7210" "M72.10 Knuckle pads (Multiple sites)"
"M7211" "M72.11 Knuckle pads-Shldr region" "M7211" "M72.11 Knuckle pads-Shldr region"
"M7212" "M72.12 Knuckle pads-Upper arm" "M7212" "M72.12 Knuckle pads-Upper arm"
"M7213" "M72.13 Knuckle pads-Forearm" "M7213" "M72.13 Knuckle pads-Forearm"
"M7214" "M72.14 Knuckle pads (Hand)" "M7214" "M72.14 Knuckle pads (Hand)"
"M7215" "M72.15 Knuckle pads-Pelvic/Thigh" "M7215" "M72.15 Knuckle pads-Pelvic/Thigh"
"M7216" "M72.16 Knuckle pads-Lower Leg" "M7216" "M72.16 Knuckle pads-Lower Leg"
"M7217" "M72.17 Knuckle pads (Ankle and foot)" "M7217" "M72.17 Knuckle pads (Ankle and foot)"
"M7218" "M72.18 Knuckle pads-Other" "M7218" "M72.18 Knuckle pads-Other"
"M7219" "M72.19 Knuckle pads (Site unspecified)" "M7219" "M72.19 Knuckle pads (Site unspecified)"
"M722" "M72.2 Plantar fascial fibromatosis" "M722" "M72.2 Plantar fascial fibromatosis"
"M7220" "M72.20 Plantar fascial fibromatosis-Mult sites" "M7220" "M72.20 Plantar fascial fibromatosis-Mult sites"
"M7221" "M72.21 Plantar fascial fibromatosis-Shldr region" "M7221" "M72.21 Plantar fascial fibromatosis-Shldr region"
"M7222" "M72.22 Plantar fascial fibromatosis-Upper arm" "M7222" "M72.22 Plantar fascial fibromatosis-Upper arm"
"M7223" "M72.23 Plantar fascial fibromatosis-Forearm" "M7223" "M72.23 Plantar fascial fibromatosis-Forearm"
"M7224" "M72.24 Plantar fascial fibromatosis-Hand" "M7224" "M72.24 Plantar fascial fibromatosis-Hand"
"M7225" "M72.25 Plantar fascial fibromatosis-Pelvic/Thigh" "M7225" "M72.25 Plantar fascial fibromatosis-Pelvic/Thigh"
"M7226" "M72.26 Plantar fascial fibromatosis-Lower Leg" "M7226" "M72.26 Plantar fascial fibromatosis-Lower Leg"
"M7227" "M72.27 Plantar fascial fibromatosis-Ankle/Foot" "M7227" "M72.27 Plantar fascial fibromatosis-Ankle/Foot"
"M7228" "M72.28 Plantar fascial fibromatosis-Other" "M7228" "M72.28 Plantar fascial fibromatosis-Other"
"M7229" "M72.29 Plantar fascial fibromatosis-Site unspec" "M7229" "M72.29 Plantar fascial fibromatosis-Site unspec"
"M723" "M72.3 Nodular fasciitis" "M723" "M72.3 Nodular fasciitis"
"M7230" "M72.30 Nodular fasciitis-Mult sites" "M7230" "M72.30 Nodular fasciitis-Mult sites"
"M7231" "M72.31 Nodular fasciitis-Shldr region" "M7231" "M72.31 Nodular fasciitis-Shldr region"
"M7232" "M72.32 Nodular fasciitis-Upper arm" "M7232" "M72.32 Nodular fasciitis-Upper arm"
"M7233" "M72.33 Nodular fasciitis-Forearm" "M7233" "M72.33 Nodular fasciitis-Forearm"
"M7234" "M72.34 Nodular fasciitis-Hand" "M7234" "M72.34 Nodular fasciitis-Hand"
"M7235" "M72.35 Nodular fasciitis-Pelvic/Thigh" "M7235" "M72.35 Nodular fasciitis-Pelvic/Thigh"
"M7236" "M72.36 Nodular fasciitis-Lower Leg" "M7236" "M72.36 Nodular fasciitis-Lower Leg"
"M7237" "M72.37 Nodular fasciitis-Ankle/Foot" "M7237" "M72.37 Nodular fasciitis-Ankle/Foot"
"M7238" "M72.38 Nodular fasciitis-Other" "M7238" "M72.38 Nodular fasciitis-Other"
"M7239" "M72.39 Nodular fasciitis-Site unspec" "M7239" "M72.39 Nodular fasciitis-Site unspec"
"M724" "M72.4 Pseudosarcomatous fibromatosis" "M724" "M72.4 Pseudosarcomatous fibromatosis"
"M7240" "M72.40 Pseudosarcomatous fibromatosis (Multiple sites)" "M7240" "M72.40 Pseudosarcomatous fibromatosis (Multiple sites)"
"M7241" "M72.41 Pseudosarcomatous fibromatosis (Shoulder region)" "M7241" "M72.41 Pseudosarcomatous fibromatosis (Shoulder region)"
"M7242" "M72.42 Pseudosarcomatous fibromatosis (Upper arm)" "M7242" "M72.42 Pseudosarcomatous fibromatosis (Upper arm)"
"M7243" "M72.43 Pseudosarcomatous fibromatosis (Forearm)" "M7243" "M72.43 Pseudosarcomatous fibromatosis (Forearm)"
"M7244" "M72.44 Pseudosarcomatous fibromatosis (Hand)" "M7244" "M72.44 Pseudosarcomatous fibromatosis (Hand)"
"M7245" "M72.45 Pseudosarcomatous fibromatosis (Pelvic region and thigh)" "M7245" "M72.45 Pseudosarcomatous fibromatosis (Pelvic region and thigh)"
"M7246" "M72.46 Pseudosarcomatous fibromatosis (Lower leg)" "M7246" "M72.46 Pseudosarcomatous fibromatosis (Lower leg)"
"M7247" "M72.47 Pseudosarcomatous fibromatosis (Ankle and foot)" "M7247" "M72.47 Pseudosarcomatous fibromatosis (Ankle and foot)"
"M7248" "M72.48 Pseudosarcomatous fibromatosis (Other)" "M7248" "M72.48 Pseudosarcomatous fibromatosis (Other)"
"M7249" "M72.49 Pseudosarcomatous fibromatosis (Site unspecified)" "M7249" "M72.49 Pseudosarcomatous fibromatosis (Site unspecified)"
"M725" "M72.5 Fasciitis, not elsewhere classified" "M725" "M72.5 Fasciitis, not elsewhere classified"
"M7250" "M72.50 Fasciitis, not elsewhere classified-Mult sites" "M7250" "M72.50 Fasciitis, not elsewhere classified-Mult sites"
"M7251" "M72.51 Fasciitis, not elsewhere classified-Shldr region" "M7251" "M72.51 Fasciitis, not elsewhere classified-Shldr region"
"M7252" "M72.52 Fasciitis, not elsewhere classified-Upper arm" "M7252" "M72.52 Fasciitis, not elsewhere classified-Upper arm"
"M7253" "M72.53 Fasciitis, not elsewhere classified-Forearm" "M7253" "M72.53 Fasciitis, not elsewhere classified-Forearm"
"M7254" "M72.54 Fasciitis, not elsewhere classified-Hand" "M7254" "M72.54 Fasciitis, not elsewhere classified-Hand"
"M7255" "M72.55 Fasciitis, not elsewhere classified-Pelvic/Thigh" "M7255" "M72.55 Fasciitis, not elsewhere classified-Pelvic/Thigh"
"M7256" "M72.56 Fasciitis, not elsewhere classified-Lower Leg" "M7256" "M72.56 Fasciitis, not elsewhere classified-Lower Leg"
"M7257" "M72.57 Fasciitis, not elsewhere classified-Ankle/Foot" "M7257" "M72.57 Fasciitis, not elsewhere classified-Ankle/Foot"
"M7258" "M72.58 Fasciitis, not elsewhere classified-Other" "M7258" "M72.58 Fasciitis, not elsewhere classified-Other"
"M7259" "M72.59 Fasciitis, not elsewhere classified-Site unspec" "M7259" "M72.59 Fasciitis, not elsewhere classified-Site unspec"
"M726" "M72.6 Necrotizing fasciitis" "M726" "M72.6 Necrotizing fasciitis"
"M7260" "M72.60 Necrotizing fasciitis (Multiple sites)" "M7260" "M72.60 Necrotizing fasciitis (Multiple sites)"
"M7261" "M72.61 Necrotizing fasciitis (Shoulder region)" "M7261" "M72.61 Necrotizing fasciitis (Shoulder region)"
"M7262" "M72.62 Necrotizing fasciitis (Upper arm)" "M7262" "M72.62 Necrotizing fasciitis (Upper arm)"
"M7263" "M72.63 Necrotizing fasciitis (Forearm)" "M7263" "M72.63 Necrotizing fasciitis (Forearm)"
"M7264" "M72.64 Necrotizing fasciitis (Hand)" "M7264" "M72.64 Necrotizing fasciitis (Hand)"
"M7265" "M72.65 Necrotizing fasciitis (Pelvic region and thigh)" "M7265" "M72.65 Necrotizing fasciitis (Pelvic region and thigh)"
"M7266" "M72.66 Necrotizing fasciitis (Lower leg)" "M7266" "M72.66 Necrotizing fasciitis (Lower leg)"
"M7267" "M72.67 Necrotizing fasciitis (Ankle and foot)" "M7267" "M72.67 Necrotizing fasciitis (Ankle and foot)"
"M7268" "M72.68 Necrotizing fasciitis (Other)" "M7268" "M72.68 Necrotizing fasciitis (Other)"
"M7269" "M72.69 Necrotizing fasciitis (Site unspecified)" "M7269" "M72.69 Necrotizing fasciitis (Site unspecified)"
"M728" "M72.8 Other fibroblastic disorders" "M728" "M72.8 Other fibroblastic disorders"
"M7280" "M72.80 Other fibroblastic disorders (Multiple sites)" "M7280" "M72.80 Other fibroblastic disorders (Multiple sites)"
"M7281" "M72.81 Other fibroblastic disorders (Shoulder region)" "M7281" "M72.81 Other fibroblastic disorders (Shoulder region)"
"M7282" "M72.82 Other fibroblastic disorders (Upper arm)" "M7282" "M72.82 Other fibroblastic disorders (Upper arm)"
"M7283" "M72.83 Other fibroblastic disorders (Forearm)" "M7283" "M72.83 Other fibroblastic disorders (Forearm)"
"M7284" "M72.84 Other fibroblastic disorders (Hand)" "M7284" "M72.84 Other fibroblastic disorders (Hand)"
"M7285" "M72.85 Other fibroblastic disorders (Pelvic region and thigh)" "M7285" "M72.85 Other fibroblastic disorders (Pelvic region and thigh)"
"M7286" "M72.86 Other fibroblastic disorders (Lower leg)" "M7286" "M72.86 Other fibroblastic disorders (Lower leg)"
"M7287" "M72.87 Other fibroblastic disorders (Ankle and foot)" "M7287" "M72.87 Other fibroblastic disorders (Ankle and foot)"
"M7288" "M72.88 Other fibroblastic disorders (Other)" "M7288" "M72.88 Other fibroblastic disorders (Other)"
"M7289" "M72.89 Other fibroblastic disorders (Site unspecified)" "M7289" "M72.89 Other fibroblastic disorders (Site unspecified)"
"M729" "M72.9 Fibroblastic disorder, unspecified" "M729" "M72.9 Fibroblastic disorder, unspecified"
"M7290" "M72.90 Fibroblastic disorder, unspecified (Multiple sites)" "M7290" "M72.90 Fibroblastic disorder, unspecified (Multiple sites)"
"M7291" "M72.91 Fibroblastic disorder, unspecified (Shoulder region)" "M7291" "M72.91 Fibroblastic disorder, unspecified (Shoulder region)"
"M7292" "M72.92 Fibroblastic disorder, unspecified (Upper arm)" "M7292" "M72.92 Fibroblastic disorder, unspecified (Upper arm)"
"M7293" "M72.93 Fibroblastic disorder, unspecified (Forearm)" "M7293" "M72.93 Fibroblastic disorder, unspecified (Forearm)"
"M7294" "M72.94 Fibroblastic disorder, unspecified (Hand)" "M7294" "M72.94 Fibroblastic disorder, unspecified (Hand)"
"M7295" "M72.95 Fibroblastic disorder, unspecified (Pelvic region and thigh)" "M7295" "M72.95 Fibroblastic disorder, unspecified (Pelvic region and thigh)"
"M7296" "M72.96 Fibroblastic disorder, unspecified (Lower leg)" "M7296" "M72.96 Fibroblastic disorder, unspecified (Lower leg)"
"M7297" "M72.97 Fibroblastic disorder, unspecified (Ankle and foot)" "M7297" "M72.97 Fibroblastic disorder, unspecified (Ankle and foot)"
"M7298" "M72.98 Fibroblastic disorder, unspecified (Other)" "M7298" "M72.98 Fibroblastic disorder, unspecified (Other)"
"M7299" "M72.99 Fibroblastic disorder, unspecified (Site unspecified)" "M7299" "M72.99 Fibroblastic disorder, unspecified (Site unspecified)"
"M73" "M73 Soft tissue disorders in diseases classified elsewhere" "M73" "M73 Soft tissue disorders in diseases classified elsewhere"
"M730" "M73.0 Gonococcal bursitis" "M730" "M73.0 Gonococcal bursitis"
"M7300" "M73.00 Gonococcal bursitis (Multiple sites)" "M7300" "M73.00 Gonococcal bursitis (Multiple sites)"
"M7301" "M73.01 Gonococcal bursitis (Shoulder region)" "M7301" "M73.01 Gonococcal bursitis (Shoulder region)"
"M7302" "M73.02 Gonococcal bursitis (Upper arm)" "M7302" "M73.02 Gonococcal bursitis (Upper arm)"
"M7303" "M73.03 Gonococcal bursitis (Forearm)" "M7303" "M73.03 Gonococcal bursitis (Forearm)"
"M7304" "M73.04 Gonococcal bursitis (Hand)" "M7304" "M73.04 Gonococcal bursitis (Hand)"
"M7305" "M73.05 Gonococcal bursitis (Pelvic region and thigh)" "M7305" "M73.05 Gonococcal bursitis (Pelvic region and thigh)"
"M7306" "M73.06 Gonococcal bursitis (Lower leg)" "M7306" "M73.06 Gonococcal bursitis (Lower leg)"
"M7307" "M73.07 Gonococcal bursitis (Ankle and foot)" "M7307" "M73.07 Gonococcal bursitis (Ankle and foot)"
"M7308" "M73.08 Gonococcal bursitis (Other)" "M7308" "M73.08 Gonococcal bursitis (Other)"
"M7309" "M73.09 Gonococcal bursitis (Site unspecified)" "M7309" "M73.09 Gonococcal bursitis (Site unspecified)"
"M731" "M73.1 Syphilitic bursitis" "M731" "M73.1 Syphilitic bursitis"
"M7310" "M73.10 Syphilitic bursitis (Multiple sites)" "M7310" "M73.10 Syphilitic bursitis (Multiple sites)"
"M7311" "M73.11 Syphilitic bursitis (Shoulder region)" "M7311" "M73.11 Syphilitic bursitis (Shoulder region)"
"M7312" "M73.12 Syphilitic bursitis (Upper arm)" "M7312" "M73.12 Syphilitic bursitis (Upper arm)"
"M7313" "M73.13 Syphilitic bursitis (Forearm)" "M7313" "M73.13 Syphilitic bursitis (Forearm)"
"M7314" "M73.14 Syphilitic bursitis (Hand)" "M7314" "M73.14 Syphilitic bursitis (Hand)"
"M7315" "M73.15 Syphilitic bursitis (Pelvic region and thigh)" "M7315" "M73.15 Syphilitic bursitis (Pelvic region and thigh)"
"M7316" "M73.16 Syphilitic bursitis (Lower leg)" "M7316" "M73.16 Syphilitic bursitis (Lower leg)"
"M7317" "M73.17 Syphilitic bursitis (Ankle and foot)" "M7317" "M73.17 Syphilitic bursitis (Ankle and foot)"
"M7318" "M73.18 Syphilitic bursitis (Other)" "M7318" "M73.18 Syphilitic bursitis (Other)"
"M7319" "M73.19 Syphilitic bursitis (Site unspecified)" "M7319" "M73.19 Syphilitic bursitis (Site unspecified)"
"M738" "M73.8 Other soft tissue disorders in diseases classified elsewhere" "M738" "M73.8 Other soft tissue disorders in diseases classified elsewhere"
"M7380" "M73.80 Other soft tissue disorders in diseases classified elsewhere (Multiple sites)" "M7380" "M73.80 Other soft tissue disorders in diseases classified elsewhere (Multiple sites)"
"M7381" "M73.81 Other soft tissue disorders in diseases classified elsewhere (Shoulder region)" "M7381" "M73.81 Other soft tissue disorders in diseases classified elsewhere (Shoulder region)"
"M7382" "M73.82 Other soft tissue disorders in diseases classified elsewhere (Upper arm)" "M7382" "M73.82 Other soft tissue disorders in diseases classified elsewhere (Upper arm)"
"M7383" "M73.83 Other soft tissue disorders in diseases classified elsewhere (Forearm)" "M7383" "M73.83 Other soft tissue disorders in diseases classified elsewhere (Forearm)"
"M7384" "M73.84 Other soft tissue disorders in diseases classified elsewhere (Hand)" "M7384" "M73.84 Other soft tissue disorders in diseases classified elsewhere (Hand)"
"M7385" "M73.85 Other soft tissue disorders in diseases classified elsewhere (Pelvic region and thigh)" "M7385" "M73.85 Other soft tissue disorders in diseases classified elsewhere (Pelvic region and thigh)"
"M7386" "M73.86 Other soft tissue disorders in diseases classified elsewhere (Lower leg)" "M7386" "M73.86 Other soft tissue disorders in diseases classified elsewhere (Lower leg)"
"M7387" "M73.87 Other soft tissue disorders in diseases classified elsewhere (Ankle and foot)" "M7387" "M73.87 Other soft tissue disorders in diseases classified elsewhere (Ankle and foot)"
"M7388" "M73.88 Other soft tissue disorders in diseases classified elsewhere (Other)" "M7388" "M73.88 Other soft tissue disorders in diseases classified elsewhere (Other)"
"M7389" "M73.89 Other soft tissue disorders in diseases classified elsewhere (Site unspecified)" "M7389" "M73.89 Other soft tissue disorders in diseases classified elsewhere (Site unspecified)"
"M75" "M75 Shoulder lesions" "M75" "M75 Shoulder lesions"
"M750" "M75.0 Adhesive capsulitis of shoulder" "M750" "M75.0 Adhesive capsulitis of shoulder"
"M751" "M75.1 Rotator cuff syndrome" "M751" "M75.1 Rotator cuff syndrome"
"M752" "M75.2 Bicipital tendinitis" "M752" "M75.2 Bicipital tendinitis"
"M753" "M75.3 Calcific tendinitis of shoulder" "M753" "M75.3 Calcific tendinitis of shoulder"
"M754" "M75.4 Impingement syndrome of shoulder" "M754" "M75.4 Impingement syndrome of shoulder"
"M755" "M75.5 Bursitis of shoulder" "M755" "M75.5 Bursitis of shoulder"
"M756" "M75.6 Tear of labrum of degenerative shoulder joint" "M756" "M75.6 Tear of labrum of degenerative shoulder joint"
"M758" "M75.8 Other shoulder lesions" "M758" "M75.8 Other shoulder lesions"
"M7581" "M75.81 Other shoulder lesions, right shoulder" "M7581" "M75.81 Other shoulder lesions, right shoulder"
"M759" "M75.9 Shoulder lesion, unspecified" "M759" "M75.9 Shoulder lesion, unspecified"
"M76" "M76 Enthesopathies of lower limb, excluding foot" "M76" "M76 Enthesopathies of lower limb, excluding foot"
"M760" "M76.0 Gluteal tendinitis" "M760" "M76.0 Gluteal tendinitis"
"M7600" "M76.00 Gluteal tendinitis (Multiple sites)" "M7600" "M76.00 Gluteal tendinitis (Multiple sites)"
"M7601" "M76.01 Gluteal tendinitis-Shldr region" "M7601" "M76.01 Gluteal tendinitis-Shldr region"
"M7602" "M76.02 Gluteal tendinitis-Upper arm" "M7602" "M76.02 Gluteal tendinitis-Upper arm"
"M7603" "M76.03 Gluteal tendinitis-Forearm" "M7603" "M76.03 Gluteal tendinitis-Forearm"
"M7604" "M76.04 Gluteal tendinitis-Hand" "M7604" "M76.04 Gluteal tendinitis-Hand"
"M7605" "M76.05 Gluteal tendinitis (Pelvic region and thigh)" "M7605" "M76.05 Gluteal tendinitis (Pelvic region and thigh)"
"M7606" "M76.06 Gluteal tendinitis-Lower Leg" "M7606" "M76.06 Gluteal tendinitis-Lower Leg"
"M7607" "M76.07 Gluteal tendinitis-Ankle/Foot" "M7607" "M76.07 Gluteal tendinitis-Ankle/Foot"
"M7608" "M76.08 Gluteal tendinitis-Other" "M7608" "M76.08 Gluteal tendinitis-Other"
"M7609" "M76.09 Gluteal tendinitis-Site unspec" "M7609" "M76.09 Gluteal tendinitis-Site unspec"
"M761" "M76.1 Psoas tendinitis" "M761" "M76.1 Psoas tendinitis"
"M7610" "M76.10 Psoas tendinitis (Multiple sites)" "M7610" "M76.10 Psoas tendinitis (Multiple sites)"
"M7611" "M76.11 Psoas tendinitis-Shldr region" "M7611" "M76.11 Psoas tendinitis-Shldr region"
"M7612" "M76.12 Psoas tendinitis-Upper arm" "M7612" "M76.12 Psoas tendinitis-Upper arm"
"M7613" "M76.13 Psoas tendinitis-Forearm" "M7613" "M76.13 Psoas tendinitis-Forearm"
"M7614" "M76.14 Psoas tendinitis-Hand" "M7614" "M76.14 Psoas tendinitis-Hand"
"M7615" "M76.15 Psoas tendinitis (Pelvic region and thigh)" "M7615" "M76.15 Psoas tendinitis (Pelvic region and thigh)"
"M7616" "M76.16 Psoas tendinitis-Lower Leg" "M7616" "M76.16 Psoas tendinitis-Lower Leg"
"M7617" "M76.17 Psoas tendinitis-Ankle/Foot" "M7617" "M76.17 Psoas tendinitis-Ankle/Foot"
"M7618" "M76.18 Psoas tendinitis-Other" "M7618" "M76.18 Psoas tendinitis-Other"
"M7619" "M76.19 Psoas tendinitis-Site unspec" "M7619" "M76.19 Psoas tendinitis-Site unspec"
"M762" "M76.2 Iliac crest spur" "M762" "M76.2 Iliac crest spur"
"M7620" "M76.20 Iliac crest spur-Mult sites" "M7620" "M76.20 Iliac crest spur-Mult sites"
"M7621" "M76.21 Iliac crest spur-Shldr region" "M7621" "M76.21 Iliac crest spur-Shldr region"
"M7622" "M76.22 Iliac crest spur-Upper arm" "M7622" "M76.22 Iliac crest spur-Upper arm"
"M7623" "M76.23 Iliac crest spur-Forearm" "M7623" "M76.23 Iliac crest spur-Forearm"
"M7624" "M76.24 Iliac crest spur-Hand" "M7624" "M76.24 Iliac crest spur-Hand"
"M7625" "M76.25 Iliac crest spur-Pelvic/Thigh" "M7625" "M76.25 Iliac crest spur-Pelvic/Thigh"
"M7626" "M76.26 Iliac crest spur-Lower Leg" "M7626" "M76.26 Iliac crest spur-Lower Leg"
"M7627" "M76.27 Iliac crest spur-Ankle/Foot" "M7627" "M76.27 Iliac crest spur-Ankle/Foot"
"M7628" "M76.28 Iliac crest spur-Other" "M7628" "M76.28 Iliac crest spur-Other"
"M7629" "M76.29 Iliac crest spur-Site unspec" "M7629" "M76.29 Iliac crest spur-Site unspec"
"M763" "M76.3 Iliotibial band syndrome" "M763" "M76.3 Iliotibial band syndrome"
"M7630" "M76.30 Iliotibial band syndrome (Multiple sites)" "M7630" "M76.30 Iliotibial band syndrome (Multiple sites)"
"M7631" "M76.31 Iliotibial band syndrome-Shldr region" "M7631" "M76.31 Iliotibial band syndrome-Shldr region"
"M7632" "M76.32 Iliotibial band syndrome-Upper arm" "M7632" "M76.32 Iliotibial band syndrome-Upper arm"
"M7633" "M76.33 Iliotibial band syndrome-Forearm" "M7633" "M76.33 Iliotibial band syndrome-Forearm"
"M7634" "M76.34 Iliotibial band syndrome-Hand" "M7634" "M76.34 Iliotibial band syndrome-Hand"
"M7635" "M76.35 Iliotibial band syndrome (Pelvic region and thigh)" "M7635" "M76.35 Iliotibial band syndrome (Pelvic region and thigh)"
"M7636" "M76.36 Iliotibial band syndrome (Lower leg)" "M7636" "M76.36 Iliotibial band syndrome (Lower leg)"
"M7637" "M76.37 Iliotibial band syndrome-Ankle/Foot" "M7637" "M76.37 Iliotibial band syndrome-Ankle/Foot"
"M7638" "M76.38 Iliotibial band syndrome-Other" "M7638" "M76.38 Iliotibial band syndrome-Other"
"M7639" "M76.39 Iliotibial band syndrome-Site unspec" "M7639" "M76.39 Iliotibial band syndrome-Site unspec"
"M764" "M76.4 Tibial collateral bursitis [Pellegrini-Stieda]" "M764" "M76.4 Tibial collateral bursitis [Pellegrini-Stieda]"
"M7640" "M76.40 Tibial collateral bursitis [Pellegrini-Stieda]-Mult sites" "M7640" "M76.40 Tibial collateral bursitis [Pellegrini-Stieda]-Mult sites"
"M7641" "M76.41 Tibial collateral bursitis [Pellegrini-Stieda]-Shldr region" "M7641" "M76.41 Tibial collateral bursitis [Pellegrini-Stieda]-Shldr region"
"M7642" "M76.42 Tibial collateral bursitis [Pellegrini-Stieda]-Upper arm" "M7642" "M76.42 Tibial collateral bursitis [Pellegrini-Stieda]-Upper arm"
"M7643" "M76.43 Tibial collateral bursitis [Pellegrini-Stieda]-Forearm" "M7643" "M76.43 Tibial collateral bursitis [Pellegrini-Stieda]-Forearm"
"M7644" "M76.44 Tibial collateral bursitis [Pellegrini-Stieda]-Hand" "M7644" "M76.44 Tibial collateral bursitis [Pellegrini-Stieda]-Hand"
"M7645" "M76.45 Tibial collateral bursitis [Pellegrini-Stieda]-Pelvic/Thigh" "M7645" "M76.45 Tibial collateral bursitis [Pellegrini-Stieda]-Pelvic/Thigh"
"M7646" "M76.46 Tibial collateral bursitis [Pellegrini-Stieda]-Lower Leg" "M7646" "M76.46 Tibial collateral bursitis [Pellegrini-Stieda]-Lower Leg"
"M7647" "M76.47 Tibial collateral bursitis [Pellegrini-Stieda]-Ankle/Foot" "M7647" "M76.47 Tibial collateral bursitis [Pellegrini-Stieda]-Ankle/Foot"
"M7648" "M76.48 Tibial collateral bursitis [Pellegrini-Stieda]-Other" "M7648" "M76.48 Tibial collateral bursitis [Pellegrini-Stieda]-Other"
"M7649" "M76.49 Tibial collateral bursitis [Pellegrini-Stieda]-Site unspec" "M7649" "M76.49 Tibial collateral bursitis [Pellegrini-Stieda]-Site unspec"
"M765" "M76.5 Patellar tendinitis" "M765" "M76.5 Patellar tendinitis"
"M7650" "M76.50 Patellar tendinitis-Mult sites" "M7650" "M76.50 Patellar tendinitis-Mult sites"
"M7651" "M76.51 Patellar tendinitis-Shldr region" "M7651" "M76.51 Patellar tendinitis-Shldr region"
"M7652" "M76.52 Patellar tendinitis-Upper arm" "M7652" "M76.52 Patellar tendinitis-Upper arm"
"M7653" "M76.53 Patellar tendinitis-Forearm" "M7653" "M76.53 Patellar tendinitis-Forearm"
"M7654" "M76.54 Patellar tendinitis-Hand" "M7654" "M76.54 Patellar tendinitis-Hand"
