"OriginalValue" "OriginalMeaning" "RecodedValue" "RecodedMeaning"
"C900" "C90.0 Multiple myeloma" "C900" "C90.0 Multiple myeloma"
"C901" "C90.1 Plasma cell leukaemia" "C901" "C90.1 Plasma cell leukaemia"
"C902" "C90.2 Plasmacytoma, extramedullary" "C902" "C90.2 Plasmacytoma, extramedullary"
"C903" "C90.3 Solitary plasmacytoma" "C903" "C90.3 Solitary plasmacytoma"
"C91" "C91 Lymphoid leukaemia" "C91" "C91 Lymphoid leukaemia"
"C910" "C91.0 Acute lymphoblastic leukaemia" "C910" "C91.0 Acute lymphoblastic leukaemia"
"C911" "C91.1 Chronic lymphocytic leukaemia" "C911" "C91.1 Chronic lymphocytic leukaemia"
"C912" "C91.2 Subacute lymphocytic leukaemia" "C912" "C91.2 Subacute lymphocytic leukaemia"
"C913" "C91.3 Prolymphocytic leukaemia" "C913" "C91.3 Prolymphocytic leukaemia"
"C914" "C91.4 Hairy-cell leukaemia" "C914" "C91.4 Hairy-cell leukaemia"
"C915" "C91.5 Adult T-cell leukaemia" "C915" "C91.5 Adult T-cell leukaemia"
"C916" "C91.6 Prolymphocytic leukaemia of T-cell type" "C916" "C91.6 Prolymphocytic leukaemia of T-cell type"
"C917" "C91.7 Other lymphoid leukaemia" "C917" "C91.7 Other lymphoid leukaemia"
"C918" "C91.8 Mature B-cell leukaemia Burkitt-type" "C918" "C91.8 Mature B-cell leukaemia Burkitt-type"
"C919" "C91.9 Lymphoid leukaemia, unspecified" "C919" "C91.9 Lymphoid leukaemia, unspecified"
"C92" "C92 Myeloid leukaemia" "C92" "C92 Myeloid leukaemia"
"C920" "C92.0 Acute myeloid leukaemia" "C920" "C92.0 Acute myeloid leukaemia"
"C921" "C92.1 Chronic myeloid leukaemia" "C921" "C92.1 Chronic myeloid leukaemia"
"C922" "C92.2 Subacute myeloid leukaemia" "C922" "C92.2 Subacute myeloid leukaemia"
"C923" "C92.3 Myeloid sarcoma" "C923" "C92.3 Myeloid sarcoma"
"C924" "C92.4 Acute promyelocytic leukaemia" "C924" "C92.4 Acute promyelocytic leukaemia"
"C925" "C92.5 Acute myelomonocytic leukaemia" "C925" "C92.5 Acute myelomonocytic leukaemia"
"C926" "C92.6 Acute myeloid leukaemia with 11q23-abnormality" "C926" "C92.6 Acute myeloid leukaemia with 11q23-abnormality"
"C927" "C92.7 Other myeloid leukaemia" "C927" "C92.7 Other myeloid leukaemia"
"C928" "C92.8 Acute myeloid leukaemia with multilineage dysplasia" "C928" "C92.8 Acute myeloid leukaemia with multilineage dysplasia"
"C929" "C92.9 Myeloid leukaemia, unspecified" "C929" "C92.9 Myeloid leukaemia, unspecified"
"C93" "C93 Monocytic leukaemia" "C93" "C93 Monocytic leukaemia"
"C930" "C93.0 Acute monocytic leukaemia" "C930" "C93.0 Acute monocytic leukaemia"
"C931" "C93.1 Chronic monocytic leukaemia" "C931" "C93.1 Chronic monocytic leukaemia"
"C932" "C93.2 Subacute monocytic leukaemia" "C932" "C93.2 Subacute monocytic leukaemia"
"C933" "C93.3 Juvenile myelomonocytic leukaemia" "C933" "C93.3 Juvenile myelomonocytic leukaemia"
"C937" "C93.7 Other monocytic leukaemia" "C937" "C93.7 Other monocytic leukaemia"
"C939" "C93.9 Monocytic leukaemia, unspecified" "C939" "C93.9 Monocytic leukaemia, unspecified"
"C94" "C94 Other leukaemias of specified cell type" "C94" "C94 Other leukaemias of specified cell type"
"C940" "C94.0 Acute erythraemia and erythroleukaemia" "C940" "C94.0 Acute erythraemia and erythroleukaemia"
"C941" "C94.1 Chronic erythraemia" "C941" "C94.1 Chronic erythraemia"
"C942" "C94.2 Acute megakaryoblastic leukaemia" "C942" "C94.2 Acute megakaryoblastic leukaemia"
"C943" "C94.3 Mast cell leukaemia" "C943" "C94.3 Mast cell leukaemia"
"C944" "C94.4 Acute panmyelosis" "C944" "C94.4 Acute panmyelosis"
"C945" "C94.5 Acute myelofibrosis" "C945" "C94.5 Acute myelofibrosis"
"C946" "C94.6 Myelodysplastic and myeloproliferative disease, not elsewhere classified" "C946" "C94.6 Myelodysplastic and myeloproliferative disease, not elsewhere classified"
"C947" "C94.7 Other specified leukaemias" "C947" "C94.7 Other specified leukaemias"
"C95" "C95 Leukaemia of unspecified cell type" "C95" "C95 Leukaemia of unspecified cell type"
"C950" "C95.0 Acute leukaemia of unspecified cell type" "C950" "C95.0 Acute leukaemia of unspecified cell type"
"C951" "C95.1 Chronic leukaemia of unspecified cell type" "C951" "C95.1 Chronic leukaemia of unspecified cell type"
"C952" "C95.2 Subacute leukaemia of unspecified cell type" "C952" "C95.2 Subacute leukaemia of unspecified cell type"
"C957" "C95.7 Other leukaemia of unspecified cell type" "C957" "C95.7 Other leukaemia of unspecified cell type"
"C959" "C95.9 Leukaemia, unspecified" "C959" "C95.9 Leukaemia, unspecified"
"C96" "C96 Other and unspecified malignant neoplasms of lymphoid, haematopoietic and related tissue" "C96" "C96 Other and unspecified malignant neoplasms of lymphoid, haematopoietic and related tissue"
"C960" "C96.0 Letterer-Siwe disease" "C960" "C96.0 Letterer-Siwe disease"
"C961" "C96.1 Malignant histiocytosis" "C961" "C96.1 Malignant histiocytosis"
"C962" "C96.2 Malignant mast cell tumour" "C962" "C96.2 Malignant mast cell tumour"
"C963" "C96.3 True histiocytic lymphoma" "C963" "C96.3 True histiocytic lymphoma"
"C964" "C96.4 Sarcoma of dendritic cells (accessory cells)" "C964" "C96.4 Sarcoma of dendritic cells (accessory cells)"
"C965" "C96.5 Multifocal and unisystemic Langerhans-cell histiocytosis" "C965" "C96.5 Multifocal and unisystemic Langerhans-cell histiocytosis"
"C966" "C96.6 Unifocal Langerhans-cell histiocytosis" "C966" "C96.6 Unifocal Langerhans-cell histiocytosis"
"C967" "C96.7 Other specified malignant neoplasms of lymphoid, haematopoietic and related tissue" "C967" "C96.7 Other specified malignant neoplasms of lymphoid, haematopoietic and related tissue"
"C968" "C96.8 Histiocytic sarcoma" "C968" "C96.8 Histiocytic sarcoma"
"C969" "C96.9 Malignant neoplasms of lymphoid, haematopoietic and related tissue, unspecified" "C969" "C96.9 Malignant neoplasms of lymphoid, haematopoietic and related tissue, unspecified"
"C97" "C97 Malignant neoplasms of independent (primary) multiple sites" "C97" "C97 Malignant neoplasms of independent (primary) multiple sites"
"Chapter I" "Chapter I Certain infectious and parasitic diseases" "Chapter I" "Chapter I Certain infectious and parasitic diseases"
"Chapter II" "Chapter II Neoplasms" "Chapter II" "Chapter II Neoplasms"
"Chapter III" "Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism" "Chapter III" "Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"
"Chapter IV" "Chapter IV Endocrine, nutritional and metabolic diseases" "Chapter IV" "Chapter IV Endocrine, nutritional and metabolic diseases"
"Chapter IX" "Chapter IX Diseases of the circulatory system" "Chapter IX" "Chapter IX Diseases of the circulatory system"
"Chapter V" "Chapter V Mental and behavioural disorders" "Chapter V" "Chapter V Mental and behavioural disorders"
"Chapter VI" "Chapter VI Diseases of the nervous system" "Chapter VI" "Chapter VI Diseases of the nervous system"
"Chapter VII" "Chapter VII Diseases of the eye and adnexa" "Chapter VII" "Chapter VII Diseases of the eye and adnexa"
"Chapter VIII" "Chapter VIII Diseases of the ear and mastoid process" "Chapter VIII" "Chapter VIII Diseases of the ear and mastoid process"
"Chapter X" "Chapter X Diseases of the respiratory system" "Chapter X" "Chapter X Diseases of the respiratory system"
"Chapter XI" "Chapter XI Diseases of the digestive system" "Chapter XI" "Chapter XI Diseases of the digestive system"
"Chapter XII" "Chapter XII Diseases of the skin and subcutaneous tissue" "Chapter XII" "Chapter XII Diseases of the skin and subcutaneous tissue"
"Chapter XIII" "Chapter XIII Diseases of the musculoskeletal system and connective tissue" "Chapter XIII" "Chapter XIII Diseases of the musculoskeletal system and connective tissue"
"Chapter XIV" "Chapter XIV Diseases of the genitourinary system" "Chapter XIV" "Chapter XIV Diseases of the genitourinary system"
"Chapter XIX" "Chapter XIX Injury, poisoning and certain other consequences of external causes" "Chapter XIX" "Chapter XIX Injury, poisoning and certain other consequences of external causes"
"Chapter XV" "Chapter XV Pregnancy, childbirth and the puerperium" "Chapter XV" "Chapter XV Pregnancy, childbirth and the puerperium"
"Chapter XVI" "Chapter XVI Certain conditions originating in the perinatal period" "Chapter XVI" "Chapter XVI Certain conditions originating in the perinatal period"
"Chapter XVII" "Chapter XVII Congenital malformations, deformations and chromosomal abnormalities" "Chapter XVII" "Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
"Chapter XVIII" "Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified" "Chapter XVIII" "Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
"Chapter XX" "Chapter XX External causes of morbidity and mortality" "Chapter XX" "Chapter XX External causes of morbidity and mortality"
"Chapter XXI" "Chapter XXI Factors influencing health status and contact with health services" "Chapter XXI" "Chapter XXI Factors influencing health status and contact with health services"
"Chapter XXII" "Chapter XXII Codes for special purposes" "Chapter XXII" "Chapter XXII Codes for special purposes"
"D00" "D00 Carcinoma in situ of oral cavity, oesophagus and stomach" "D00" "D00 Carcinoma in situ of oral cavity, oesophagus and stomach"
"D000" "D00.0 Lip, oral cavity and pharynx" "D000" "D00.0 Lip, oral cavity and pharynx"
"D001" "D00.1 Oesophagus" "D001" "D00.1 Oesophagus"
"D002" "D00.2 Stomach" "D002" "D00.2 Stomach"
"D01" "D01 Carcinoma in situ of other and unspecified digestive organs" "D01" "D01 Carcinoma in situ of other and unspecified digestive organs"
"D010" "D01.0 Colon" "D010" "D01.0 Colon"
"D011" "D01.1 Rectosigmoid junction" "D011" "D01.1 Rectosigmoid junction"
"D012" "D01.2 Rectum" "D012" "D01.2 Rectum"
"D013" "D01.3 Anus and anal canal" "D013" "D01.3 Anus and anal canal"
"D014" "D01.4 Other and unspecified parts of intestine" "D014" "D01.4 Other and unspecified parts of intestine"
"D015" "D01.5 Liver, gallbladder and bile ducts" "D015" "D01.5 Liver, gallbladder and bile ducts"
"D017" "D01.7 Other specified digestive organs" "D017" "D01.7 Other specified digestive organs"
"D019" "D01.9 Digestive organ, unspecified" "D019" "D01.9 Digestive organ, unspecified"
"D02" "D02 Carcinoma in situ of middle ear and respiratory system" "D02" "D02 Carcinoma in situ of middle ear and respiratory system"
"D020" "D02.0 Larynx" "D020" "D02.0 Larynx"
"D021" "D02.1 Trachea" "D021" "D02.1 Trachea"
"D022" "D02.2 Bronchus and lung" "D022" "D02.2 Bronchus and lung"
"D023" "D02.3 Other parts of respiratory system" "D023" "D02.3 Other parts of respiratory system"
"D024" "D02.4 Respiratory system, unspecified" "D024" "D02.4 Respiratory system, unspecified"
"D03" "D03 Melanoma in situ" "D03" "D03 Melanoma in situ"
"D030" "D03.0 Melanoma in situ of lip" "D030" "D03.0 Melanoma in situ of lip"
"D031" "D03.1 Melanoma in situ of eyelid, including canthus" "D031" "D03.1 Melanoma in situ of eyelid, including canthus"
"D032" "D03.2 Melanoma in situ of ear and external auricular canal" "D032" "D03.2 Melanoma in situ of ear and external auricular canal"
"D033" "D03.3 Melanoma in situ of other and unspecified parts of face" "D033" "D03.3 Melanoma in situ of other and unspecified parts of face"
"D034" "D03.4 Melanoma in situ of scalp and neck" "D034" "D03.4 Melanoma in situ of scalp and neck"
"D035" "D03.5 Melanoma in situ of trunk" "D035" "D03.5 Melanoma in situ of trunk"
"D036" "D03.6 Melanoma in situ of upper limb, including shoulder" "D036" "D03.6 Melanoma in situ of upper limb, including shoulder"
"D037" "D03.7 Melanoma in situ of lower limb, including hip" "D037" "D03.7 Melanoma in situ of lower limb, including hip"
"D038" "D03.8 Melanoma in situ of other sites" "D038" "D03.8 Melanoma in situ of other sites"
"D039" "D03.9 Melanoma in situ, unspecified" "D039" "D03.9 Melanoma in situ, unspecified"
"D04" "D04 Carcinoma in situ of skin" "D04" "D04 Carcinoma in situ of skin"
"D040" "D04.0 Skin of lip" "D040" "D04.0 Skin of lip"
"D041" "D04.1 Skin of eyelid, including canthus" "D041" "D04.1 Skin of eyelid, including canthus"
"D042" "D04.2 Skin of ear and external auricular canal" "D042" "D04.2 Skin of ear and external auricular canal"
"D043" "D04.3 Skin of other and unspecified parts of face" "D043" "D04.3 Skin of other and unspecified parts of face"
"D044" "D04.4 Skin of scalp and neck" "D044" "D04.4 Skin of scalp and neck"
"D045" "D04.5 Skin of trunk" "D045" "D04.5 Skin of trunk"
"D046" "D04.6 Skin of upper limb, including shoulder" "D046" "D04.6 Skin of upper limb, including shoulder"
"D047" "D04.7 Skin of lower limb, including hip" "D047" "D04.7 Skin of lower limb, including hip"
"D048" "D04.8 Skin of other sites" "D048" "D04.8 Skin of other sites"
"D049" "D04.9 Skin, unspecified" "D049" "D04.9 Skin, unspecified"
"D05" "D05 Carcinoma in situ of breast" "D05" "D05 Carcinoma in situ of breast"
"D050" "D05.0 Lobular carcinoma in situ" "D050" "D05.0 Lobular carcinoma in situ"
"D051" "D05.1 Intraductal carcinoma in situ" "D051" "D05.1 Intraductal carcinoma in situ"
"D057" "D05.7 Other carcinoma in situ of breast" "D057" "D05.7 Other carcinoma in situ of breast"
"D059" "D05.9 Carcinoma in situ of breast, unspecified" "D059" "D05.9 Carcinoma in situ of breast, unspecified"
"D06" "D06 Carcinoma in situ of cervix uteri" "D06" "D06 Carcinoma in situ of cervix uteri"
"D060" "D06.0 Endocervix" "D060" "D06.0 Endocervix"
"D061" "D06.1 Exocervix" "D061" "D06.1 Exocervix"
"D067" "D06.7 Other parts of cervix" "D067" "D06.7 Other parts of cervix"
"D069" "D06.9 Cervix, unspecified" "D069" "D06.9 Cervix, unspecified"
"D07" "D07 Carcinoma in situ of other and unspecified genital organs" "D07" "D07 Carcinoma in situ of other and unspecified genital organs"
"D070" "D07.0 Endometrium" "D070" "D07.0 Endometrium"
"D071" "D07.1 Vulva" "D071" "D07.1 Vulva"
"D072" "D07.2 Vagina" "D072" "D07.2 Vagina"
"D073" "D07.3 Other and unspecified female genital organs" "D073" "D07.3 Other and unspecified female genital organs"
"D074" "D07.4 Penis" "D074" "D07.4 Penis"
"D075" "D07.5 Prostate" "D075" "D07.5 Prostate"
"D076" "D07.6 Other and unspecified male genital organs" "D076" "D07.6 Other and unspecified male genital organs"
"D09" "D09 Carcinoma in situ of other and unspecified sites" "D09" "D09 Carcinoma in situ of other and unspecified sites"
"D090" "D09.0 Bladder" "D090" "D09.0 Bladder"
"D091" "D09.1 Other and unspecified urinary organs" "D091" "D09.1 Other and unspecified urinary organs"
"D092" "D09.2 Eye" "D092" "D09.2 Eye"
"D093" "D09.3 Thyroid and other endocrine glands" "D093" "D09.3 Thyroid and other endocrine glands"
"D097" "D09.7 Carcinoma in situ of other specified sites" "D097" "D09.7 Carcinoma in situ of other specified sites"
"D099" "D09.9 Carcinoma in situ, unspecified" "D099" "D09.9 Carcinoma in situ, unspecified"
"D10" "D10 Benign neoplasm of mouth and pharynx" "D10" "D10 Benign neoplasm of mouth and pharynx"
"D100" "D10.0 Lip" "D100" "D10.0 Lip"
"D101" "D10.1 Tongue" "D101" "D10.1 Tongue"
"D102" "D10.2 Floor of mouth" "D102" "D10.2 Floor of mouth"
"D103" "D10.3 Other and unspecified parts of mouth" "D103" "D10.3 Other and unspecified parts of mouth"
"D104" "D10.4 Tonsil" "D104" "D10.4 Tonsil"
"D105" "D10.5 Other parts of oropharynx" "D105" "D10.5 Other parts of oropharynx"
"D106" "D10.6 Nasopharynx" "D106" "D10.6 Nasopharynx"
"D107" "D10.7 Hypopharynx" "D107" "D10.7 Hypopharynx"
"D109" "D10.9 Pharynx, unspecified" "D109" "D10.9 Pharynx, unspecified"
"D11" "D11 Benign neoplasm of major salivary glands" "D11" "D11 Benign neoplasm of major salivary glands"
"D110" "D11.0 Parotid gland" "D110" "D11.0 Parotid gland"
"D117" "D11.7 Other major salivary glands" "D117" "D11.7 Other major salivary glands"
"D119" "D11.9 Major salivary gland, unspecified" "D119" "D11.9 Major salivary gland, unspecified"
"D12" "D12 Benign neoplasm of colon, rectum, anus and anal canal" "D12" "D12 Benign neoplasm of colon, rectum, anus and anal canal"
"D120" "D12.0 Caecum" "D120" "D12.0 Caecum"
"D121" "D12.1 Appendix" "D121" "D12.1 Appendix"
"D122" "D12.2 Ascending colon" "D122" "D12.2 Ascending colon"
"D123" "D12.3 Transverse colon" "D123" "D12.3 Transverse colon"
"D124" "D12.4 Descending colon" "D124" "D12.4 Descending colon"
"D125" "D12.5 Sigmoid colon" "D125" "D12.5 Sigmoid colon"
"D126" "D12.6 Colon, unspecified" "D126" "D12.6 Colon, unspecified"
"D127" "D12.7 Rectosigmoid junction" "D127" "D12.7 Rectosigmoid junction"
"D128" "D12.8 Rectum" "D128" "D12.8 Rectum"
"D129" "D12.9 Anus and anal canal" "D129" "D12.9 Anus and anal canal"
"D13" "D13 Benign neoplasm of other and ill-defined parts of digestive system" "D13" "D13 Benign neoplasm of other and ill-defined parts of digestive system"
"D130" "D13.0 Oesophagus" "D130" "D13.0 Oesophagus"
"D131" "D13.1 Stomach" "D131" "D13.1 Stomach"
"D132" "D13.2 Duodenum" "D132" "D13.2 Duodenum"
"D133" "D13.3 Other and unspecified parts of small intestine" "D133" "D13.3 Other and unspecified parts of small intestine"
"D134" "D13.4 Liver" "D134" "D13.4 Liver"
"D135" "D13.5 Extrahepatic bile ducts" "D135" "D13.5 Extrahepatic bile ducts"
"D136" "D13.6 Pancreas" "D136" "D13.6 Pancreas"
"D137" "D13.7 Endocrine pancreas" "D137" "D13.7 Endocrine pancreas"
"D139" "D13.9 Ill-defined sites within the digestive system" "D139" "D13.9 Ill-defined sites within the digestive system"
"D14" "D14 Benign neoplasm of middle ear and respiratory system" "D14" "D14 Benign neoplasm of middle ear and respiratory system"
"D140" "D14.0 Middle ear, nasal cavity and accessory sinuses" "D140" "D14.0 Middle ear, nasal cavity and accessory sinuses"
"D141" "D14.1 Larynx" "D141" "D14.1 Larynx"
"D142" "D14.2 Trachea" "D142" "D14.2 Trachea"
"D143" "D14.3 Bronchus and lung" "D143" "D14.3 Bronchus and lung"
"D144" "D14.4 Respiratory system, unspecified" "D144" "D14.4 Respiratory system, unspecified"
"D15" "D15 Benign neoplasm of other and unspecified intrathoracic organs" "D15" "D15 Benign neoplasm of other and unspecified intrathoracic organs"
"D150" "D15.0 Thymus" "D150" "D15.0 Thymus"
"D151" "D15.1 Heart" "D151" "D15.1 Heart"
"D152" "D15.2 Mediastinum" "D152" "D15.2 Mediastinum"
"D157" "D15.7 Other specified intrathoracic organs" "D157" "D15.7 Other specified intrathoracic organs"
"D159" "D15.9 Intrathoracic organ, unspecified" "D159" "D15.9 Intrathoracic organ, unspecified"
"D16" "D16 Benign neoplasm of bone and articular cartilage" "D16" "D16 Benign neoplasm of bone and articular cartilage"
"D160" "D16.0 Scapula and long bones of upper limb" "D160" "D16.0 Scapula and long bones of upper limb"
"D161" "D16.1 Short bones of upper limb" "D161" "D16.1 Short bones of upper limb"
