"OriginalValue" "OriginalMeaning" "RecodedValue" "RecodedMeaning"
"A369" "A36.9 Unspecified other operations on cranial nerve" "A369" "A36.9 Unspecified other operations on cranial nerve"
"A38" "A38 Extirpation of lesion of meninges of brain" "A38" "A38 Extirpation of lesion of meninges of brain"
"A381" "A38.1 Extirpation of lesion of meninges of cortex of brain" "A381" "A38.1 Extirpation of lesion of meninges of cortex of brain"
"A382" "A38.2 Extirpation of lesion of meninges of sphenoidal ridge of cranium" "A382" "A38.2 Extirpation of lesion of meninges of sphenoidal ridge of cranium"
"A383" "A38.3 Extirpation of lesion of meninges of subfrontal region of brain" "A383" "A38.3 Extirpation of lesion of meninges of subfrontal region of brain"
"A384" "A38.4 Extirpation of lesion of meninges of parasagittal region of brain" "A384" "A38.4 Extirpation of lesion of meninges of parasagittal region of brain"
"A385" "A38.5 Extirpation of lesion of falx cerebri" "A385" "A38.5 Extirpation of lesion of falx cerebri"
"A386" "A38.6 Extirpation of lesion of tentorium cerebelli" "A386" "A38.6 Extirpation of lesion of tentorium cerebelli"
"A388" "A38.8 Other specified extirpation of lesion of meninges of brain" "A388" "A38.8 Other specified extirpation of lesion of meninges of brain"
"A389" "A38.9 Unspecified extirpation of lesion of meninges of brain" "A389" "A38.9 Unspecified extirpation of lesion of meninges of brain"
"A39" "A39 Repair of dura" "A39" "A39 Repair of dura"
"A391" "A39.1 Repair of meningoencephalocele" "A391" "A39.1 Repair of meningoencephalocele"
"A392" "A39.2 Repair of dura of anterior fossa of cranium" "A392" "A39.2 Repair of dura of anterior fossa of cranium"
"A393" "A39.3 Repair of dura of middle fossa of cranium" "A393" "A39.3 Repair of dura of middle fossa of cranium"
"A394" "A39.4 Repair of dura of posterior fossa of cranium" "A394" "A39.4 Repair of dura of posterior fossa of cranium"
"A395" "A39.5 Repair of dura of vault of cranium" "A395" "A39.5 Repair of dura of vault of cranium"
"A398" "A39.8 Other specified repair of dura" "A398" "A39.8 Other specified repair of dura"
"A399" "A39.9 Unspecified repair of dura" "A399" "A39.9 Unspecified repair of dura"
"A40" "A40 Drainage of extradural space" "A40" "A40 Drainage of extradural space"
"A401" "A40.1 Evacuation of extradural haematoma" "A401" "A40.1 Evacuation of extradural haematoma"
"A408" "A40.8 Other specified drainage of extradural space" "A408" "A40.8 Other specified drainage of extradural space"
"A409" "A40.9 Unspecified drainage of extradural space" "A409" "A40.9 Unspecified drainage of extradural space"
"A41" "A41 Drainage of subdural space" "A41" "A41 Drainage of subdural space"
"A411" "A41.1 Evacuation of subdural haematoma" "A411" "A41.1 Evacuation of subdural haematoma"
"A412" "A41.2 Drainage of abscess of subdural space" "A412" "A41.2 Drainage of abscess of subdural space"
"A418" "A41.8 Other specified drainage of subdural space" "A418" "A41.8 Other specified drainage of subdural space"
"A419" "A41.9 Unspecified drainage of subdural space" "A419" "A41.9 Unspecified drainage of subdural space"
"A42" "A42 Other operations on meninges of brain" "A42" "A42 Other operations on meninges of brain"
"A421" "A42.1 Creation of anastomosis of dura" "A421" "A42.1 Creation of anastomosis of dura"
"A422" "A42.2 Biopsy of lesion of meninges of brain" "A422" "A42.2 Biopsy of lesion of meninges of brain"
"A428" "A42.8 Other specified other operations on meninges of brain" "A428" "A42.8 Other specified other operations on meninges of brain"
"A429" "A42.9 Unspecified other operations on meninges of brain" "A429" "A42.9 Unspecified other operations on meninges of brain"
"A43" "A43 Other extirpation of lesion of meninges of brain" "A43" "A43 Other extirpation of lesion of meninges of brain"
"A431" "A43.1 Extirpation of lesion of meninges of skull base" "A431" "A43.1 Extirpation of lesion of meninges of skull base"
"A432" "A43.2 Extirpation of lesion of meninges of skull clivus" "A432" "A43.2 Extirpation of lesion of meninges of skull clivus"
"A438" "A43.8 Other specified other extirpation of lesion of meninges of brain" "A438" "A43.8 Other specified other extirpation of lesion of meninges of brain"
"A439" "A43.9 Unspecified other extirpation of lesion of meninges of brain" "A439" "A43.9 Unspecified other extirpation of lesion of meninges of brain"
"A44" "A44 Partial extirpation of spinal cord" "A44" "A44 Partial extirpation of spinal cord"
"A441" "A44.1 Chordectomy of spinal cord" "A441" "A44.1 Chordectomy of spinal cord"
"A442" "A44.2 Extirpation of lesion of spinal cord NEC" "A442" "A44.2 Extirpation of lesion of spinal cord NEC"
"A443" "A44.3 Excision of lesion of intradural intramedullary spinal cord" "A443" "A44.3 Excision of lesion of intradural intramedullary spinal cord"
"A444" "A44.4 Excision of lesion of extradural spinal cord" "A444" "A44.4 Excision of lesion of extradural spinal cord"
"A445" "A44.5 Excision of lesion of intradural extramedullary spinal cord" "A445" "A44.5 Excision of lesion of intradural extramedullary spinal cord"
"A448" "A44.8 Other specified partial extirpation of spinal cord" "A448" "A44.8 Other specified partial extirpation of spinal cord"
"A449" "A44.9 Unspecified partial extirpation of spinal cord" "A449" "A44.9 Unspecified partial extirpation of spinal cord"
"A45" "A45 Other open operations on spinal cord" "A45" "A45 Other open operations on spinal cord"
"A451" "A45.1 Stereotactic chordotomy of spinal cord" "A451" "A45.1 Stereotactic chordotomy of spinal cord"
"A452" "A45.2 Open chordotomy of spinal cord NEC" "A452" "A45.2 Open chordotomy of spinal cord NEC"
"A453" "A45.3 Myelotomy of spinal cord" "A453" "A45.3 Myelotomy of spinal cord"
"A454" "A45.4 Open biopsy of lesion of spinal cord" "A454" "A45.4 Open biopsy of lesion of spinal cord"
"A455" "A45.5 Removal of foreign body from spinal cord" "A455" "A45.5 Removal of foreign body from spinal cord"
"A456" "A45.6 Open aspiration of lesion of spinal cord" "A456" "A45.6 Open aspiration of lesion of spinal cord"
"A458" "A45.8 Other specified other open operations on spinal cord" "A458" "A45.8 Other specified other open operations on spinal cord"
"A459" "A45.9 Unspecified other open operations on spinal cord" "A459" "A45.9 Unspecified other open operations on spinal cord"
"A47" "A47 Other destruction of spinal cord" "A47" "A47 Other destruction of spinal cord"
"A471" "A47.1 Needle destruction of substantia gelatinosa of cervical spinal cord" "A471" "A47.1 Needle destruction of substantia gelatinosa of cervical spinal cord"
"A472" "A47.2 Radiofrequency controlled thermal destruction of spinothalamic tract" "A472" "A47.2 Radiofrequency controlled thermal destruction of spinothalamic tract"
"A473" "A47.3 Percutaneous chordotomy of spinal cord" "A473" "A47.3 Percutaneous chordotomy of spinal cord"
"A478" "A47.8 Other specified other destruction of spinal cord" "A478" "A47.8 Other specified other destruction of spinal cord"
"A479" "A47.9 Unspecified other destruction of spinal cord" "A479" "A47.9 Unspecified other destruction of spinal cord"
"A48" "A48 Other operations on spinal cord" "A48" "A48 Other operations on spinal cord"
"A481" "A48.1 Biopsy of lesion of spinal cord NEC" "A481" "A48.1 Biopsy of lesion of spinal cord NEC"
"A482" "A48.2 Aspiration of lesion of spinal cord" "A482" "A48.2 Aspiration of lesion of spinal cord"
"A483" "A48.3 Insertion of neurostimulator adjacent to spinal cord" "A483" "A48.3 Insertion of neurostimulator adjacent to spinal cord"
"A484" "A48.4 Attention to neurostimulator adjacent to spinal cord NEC" "A484" "A48.4 Attention to neurostimulator adjacent to spinal cord NEC"
"A485" "A48.5 Reprogramming of neurostimulator adjacent to spinal cord" "A485" "A48.5 Reprogramming of neurostimulator adjacent to spinal cord"
"A486" "A48.6 Removal of neurostimulator adjacent to spinal cord" "A486" "A48.6 Removal of neurostimulator adjacent to spinal cord"
"A487" "A48.7 Insertion of neurostimulator electrodes into the spinal cord" "A487" "A48.7 Insertion of neurostimulator electrodes into the spinal cord"
"A488" "A48.8 Other specified other operations on spinal cord" "A488" "A48.8 Other specified other operations on spinal cord"
"A489" "A48.9 Unspecified other operations on spinal cord" "A489" "A48.9 Unspecified other operations on spinal cord"
"A49" "A49 Repair of spina bifida" "A49" "A49 Repair of spina bifida"
"A491" "A49.1 Freeing of spinal tether NEC" "A491" "A49.1 Freeing of spinal tether NEC"
"A492" "A49.2 Closure of spinal myelomeningocele" "A492" "A49.2 Closure of spinal myelomeningocele"
"A493" "A49.3 Closure of spinal meningocele" "A493" "A49.3 Closure of spinal meningocele"
"A494" "A49.4 Complex freeing of spinal tether" "A494" "A49.4 Complex freeing of spinal tether"
"A498" "A49.8 Other specified repair of spina bifida" "A498" "A49.8 Other specified repair of spina bifida"
"A499" "A49.9 Unspecified repair of spina bifida" "A499" "A49.9 Unspecified repair of spina bifida"
"A51" "A51 Other operations on meninges of spinal cord" "A51" "A51 Other operations on meninges of spinal cord"
"A511" "A51.1 Extirpation of lesion of meninges of spinal cord" "A511" "A51.1 Extirpation of lesion of meninges of spinal cord"
"A512" "A51.2 Freeing of adhesions of meninges of spinal cord" "A512" "A51.2 Freeing of adhesions of meninges of spinal cord"
"A513" "A51.3 Biopsy of lesion of meninges of spinal cord" "A513" "A51.3 Biopsy of lesion of meninges of spinal cord"
"A514" "A51.4 Endoscopic division of epidural adhesions" "A514" "A51.4 Endoscopic division of epidural adhesions"
"A515" "A51.5 Repair of dura of spinal cord" "A515" "A51.5 Repair of dura of spinal cord"
"A518" "A51.8 Other specified other operations on meninges of spinal cord" "A518" "A51.8 Other specified other operations on meninges of spinal cord"
"A519" "A51.9 Unspecified other operations on meninges of spinal cord" "A519" "A51.9 Unspecified other operations on meninges of spinal cord"
"A52" "A52 Therapeutic epidural injection" "A52" "A52 Therapeutic epidural injection"
"A521" "A52.1 Therapeutic lumbar epidural injection" "A521" "A52.1 Therapeutic lumbar epidural injection"
"A522" "A52.2 Therapeutic sacral epidural injection" "A522" "A52.2 Therapeutic sacral epidural injection"
"A523" "A52.3 Epidural blood patch" "A523" "A52.3 Epidural blood patch"
"A528" "A52.8 Other specified therapeutic epidural injection" "A528" "A52.8 Other specified therapeutic epidural injection"
"A529" "A52.9 Unspecified therapeutic epidural injection" "A529" "A52.9 Unspecified therapeutic epidural injection"
"A53" "A53 Drainage of spinal canal" "A53" "A53 Drainage of spinal canal"
"A531" "A53.1 Cerebrospinal syringostomy" "A531" "A53.1 Cerebrospinal syringostomy"
"A532" "A53.2 Creation of thecoperitoneal shunt" "A532" "A53.2 Creation of thecoperitoneal shunt"
"A533" "A53.3 Creation of syringoperitoneal shunt" "A533" "A53.3 Creation of syringoperitoneal shunt"
"A534" "A53.4 Creation of lumboperitoneal shunt" "A534" "A53.4 Creation of lumboperitoneal shunt"
"A535" "A53.5 Drainage of cerebrospinal fluid NEC" "A535" "A53.5 Drainage of cerebrospinal fluid NEC"
"A536" "A53.6 Creation of lumbar subcutaneous shunt" "A536" "A53.6 Creation of lumbar subcutaneous shunt"
"A538" "A53.8 Other specified drainage of spinal canal" "A538" "A53.8 Other specified drainage of spinal canal"
"A539" "A53.9 Unspecified drainage of spinal canal" "A539" "A53.9 Unspecified drainage of spinal canal"
"A54" "A54 Therapeutic spinal puncture" "A54" "A54 Therapeutic spinal puncture"
"A541" "A54.1 Injection of destructive substance into cerebrospinal fluid" "A541" "A54.1 Injection of destructive substance into cerebrospinal fluid"
"A542" "A54.2 Injection of therapeutic substance into cerebrospinal fluid" "A542" "A54.2 Injection of therapeutic substance into cerebrospinal fluid"
"A543" "A54.3 Implantation of intrathecal drug delivery device adjacent to spinal cord" "A543" "A54.3 Implantation of intrathecal drug delivery device adjacent to spinal cord"
"A544" "A54.4 Attention to intrathecal drug delivery device adjacent to spinal cord" "A544" "A54.4 Attention to intrathecal drug delivery device adjacent to spinal cord"
"A545" "A54.5 Removal of intrathecal drug delivery device adjacent to spinal cord" "A545" "A54.5 Removal of intrathecal drug delivery device adjacent to spinal cord"
"A548" "A54.8 Other specified therapeutic spinal puncture" "A548" "A54.8 Other specified therapeutic spinal puncture"
"A549" "A54.9 Unspecified therapeutic spinal puncture" "A549" "A54.9 Unspecified therapeutic spinal puncture"
"A55" "A55 Diagnostic spinal puncture" "A55" "A55 Diagnostic spinal puncture"
"A551" "A55.1 Radiculography" "A551" "A55.1 Radiculography"
"A552" "A55.2 Spinal myelography NEC" "A552" "A55.2 Spinal myelography NEC"
"A553" "A55.3 Spinal manometry" "A553" "A55.3 Spinal manometry"
"A558" "A55.8 Other specified diagnostic spinal puncture" "A558" "A55.8 Other specified diagnostic spinal puncture"
"A559" "A55.9 Unspecified diagnostic spinal puncture" "A559" "A55.9 Unspecified diagnostic spinal puncture"
"A57" "A57 Operations on spinal nerve root" "A57" "A57 Operations on spinal nerve root"
"A571" "A57.1 Extirpation of lesion of spinal nerve root" "A571" "A57.1 Extirpation of lesion of spinal nerve root"
"A572" "A57.2 Rhizotomy of spinal nerve root" "A572" "A57.2 Rhizotomy of spinal nerve root"
"A573" "A57.3 Radiofrequency controlled thermal destruction of spinal nerve root" "A573" "A57.3 Radiofrequency controlled thermal destruction of spinal nerve root"
"A574" "A57.4 Injection of destructive substance into spinal nerve root" "A574" "A57.4 Injection of destructive substance into spinal nerve root"
"A575" "A57.5 Destruction of spinal nerve root NEC" "A575" "A57.5 Destruction of spinal nerve root NEC"
"A576" "A57.6 Reimplantation of spinal nerves into spinal cord" "A576" "A57.6 Reimplantation of spinal nerves into spinal cord"
"A577" "A57.7 Injection of therapeutic substance around spinal nerve root" "A577" "A57.7 Injection of therapeutic substance around spinal nerve root"
"A578" "A57.8 Other specified operations on spinal nerve root" "A578" "A57.8 Other specified operations on spinal nerve root"
"A579" "A57.9 Unspecified operations on spinal nerve root" "A579" "A57.9 Unspecified operations on spinal nerve root"
"A59" "A59 Excision of peripheral nerve" "A59" "A59 Excision of peripheral nerve"
"A591" "A59.1 Total sacrifice of peripheral nerve" "A591" "A59.1 Total sacrifice of peripheral nerve"
"A592" "A59.2 Partial sacrifice of peripheral nerve" "A592" "A59.2 Partial sacrifice of peripheral nerve"
"A598" "A59.8 Other specified excision of peripheral nerve" "A598" "A59.8 Other specified excision of peripheral nerve"
"A599" "A59.9 Unspecified excision of peripheral nerve" "A599" "A59.9 Unspecified excision of peripheral nerve"
"A60" "A60 Destruction of peripheral nerve" "A60" "A60 Destruction of peripheral nerve"
"A601" "A60.1 Enucleation of peripheral nerve" "A601" "A60.1 Enucleation of peripheral nerve"
"A602" "A60.2 Avulsion of peripheral nerve" "A602" "A60.2 Avulsion of peripheral nerve"
"A603" "A60.3 Transection of peripheral nerve" "A603" "A60.3 Transection of peripheral nerve"
"A604" "A60.4 Radiofrequency controlled thermal destruction of peripheral nerve" "A604" "A60.4 Radiofrequency controlled thermal destruction of peripheral nerve"
"A605" "A60.5 Injection of destructive substance into peripheral nerve" "A605" "A60.5 Injection of destructive substance into peripheral nerve"
"A606" "A60.6 Selective denervation of peripheral nerve" "A606" "A60.6 Selective denervation of peripheral nerve"
"A608" "A60.8 Other specified destruction of peripheral nerve" "A608" "A60.8 Other specified destruction of peripheral nerve"
"A609" "A60.9 Unspecified destruction of peripheral nerve" "A609" "A60.9 Unspecified destruction of peripheral nerve"
"A61" "A61 Extirpation of lesion of peripheral nerve" "A61" "A61 Extirpation of lesion of peripheral nerve"
"A611" "A61.1 Excision of lesion of peripheral nerve" "A611" "A61.1 Excision of lesion of peripheral nerve"
